method,split,seed,episodes,success,aborted,repeated_abort,violation,abstained,path_efficiency,completion_time,safety_margin,boundary_f1,boundary_iou,calibration_brier,calibration_ece,chosen_path_risk,discovered_area,tail_risk
abort_constraint_discovery_v5,force_limit_abort,6,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.53967,1.66251,0.18707,0.37041,0.23261,0.09338,0.18873,0.07032,0.16915,0.00000
abort_constraint_discovery_v5,force_limit_abort,7,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.57641,1.54985,0.20083,0.39008,0.24876,0.08680,0.17382,0.06559,0.16161,0.00000
abort_constraint_discovery_v5,hidden_wall_abort,0,14,0.71429,0.21429,0.21429,0.14286,0.28571,0.33122,1.87509,0.29921,0.30280,0.17900,0.12172,0.17419,0.35074,0.18844,0.28571
abort_constraint_discovery_v5,hidden_wall_abort,1,14,0.85714,0.35714,0.14286,0.21429,0.07143,0.43838,2.22105,0.01701,0.30614,0.18151,0.12008,0.17787,0.16428,0.18607,0.14286
abort_constraint_discovery_v5,hidden_wall_abort,2,14,0.50000,0.14286,0.14286,0.14286,0.42857,0.26467,1.36094,0.44138,0.32387,0.19377,0.12048,0.17839,0.50455,0.19348,0.50000
abort_constraint_discovery_v5,hidden_wall_abort,3,14,0.64286,0.14286,0.00000,0.00000,0.35714,0.34698,1.30130,0.30096,0.32606,0.19530,0.11390,0.17153,0.42191,0.18308,0.35714
abort_constraint_discovery_v5,hidden_wall_abort,4,14,0.57143,0.21429,0.07143,0.14286,0.42857,0.26896,1.32782,0.43852,0.30803,0.18264,0.11575,0.17088,0.48451,0.18259,0.42857
abort_constraint_discovery_v5,hidden_wall_abort,5,14,0.71429,0.07143,0.00000,0.00000,0.28571,0.38971,1.23111,0.31176,0.35367,0.21600,0.10395,0.15504,0.35466,0.16576,0.28571
abort_constraint_discovery_v5,hidden_wall_abort,6,14,0.85714,0.07143,0.00000,0.07143,0.14286,0.49475,1.41199,0.16580,0.30222,0.17897,0.12036,0.17670,0.23381,0.18955,0.14286
abort_constraint_discovery_v5,hidden_wall_abort,7,14,0.92857,0.35714,0.14286,0.28571,0.07143,0.46187,2.18046,0.01631,0.32602,0.19534,0.11301,0.16936,0.17139,0.18063,0.07143
abort_constraint_discovery_v5,human_stop_constraint,0,14,1.00000,0.28571,0.07143,0.21429,0.00000,0.52842,1.87763,0.15637,0.46578,0.31190,0.07092,0.12139,0.04992,0.13040,0.00000
abort_constraint_discovery_v5,human_stop_constraint,1,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.56455,1.52822,0.22191,0.47952,0.31750,0.06766,0.11262,0.03297,0.12254,0.00000
abort_constraint_discovery_v5,human_stop_constraint,2,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.48478,1.89686,0.19875,0.48768,0.32352,0.07927,0.14428,0.04630,0.15688,0.00000
abort_constraint_discovery_v5,human_stop_constraint,3,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.50446,1.76121,0.20191,0.48784,0.32552,0.06541,0.10085,0.03209,0.11638,0.00000
abort_constraint_discovery_v5,human_stop_constraint,4,14,1.00000,0.28571,0.07143,0.21429,0.00000,0.49160,2.02321,0.16179,0.51033,0.34466,0.06140,0.10370,0.03370,0.11366,0.00000
abort_constraint_discovery_v5,human_stop_constraint,5,14,1.00000,0.28571,0.07143,0.28571,0.00000,0.49254,1.95545,0.18434,0.42068,0.28150,0.06027,0.08628,0.02921,0.09326,0.00000
abort_constraint_discovery_v5,human_stop_constraint,6,14,1.00000,0.14286,0.07143,0.14286,0.00000,0.51381,1.92607,0.19920,0.52081,0.35363,0.06748,0.11568,0.03277,0.13170,0.00000
abort_constraint_discovery_v5,human_stop_constraint,7,14,1.00000,0.07143,0.07143,0.07143,0.00000,0.49738,2.01846,0.17407,0.50602,0.34198,0.06959,0.11506,0.03333,0.13080,0.00000
abort_constraint_discovery_v5,nominal_known_constraints,0,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87621,0.96757,1.00000,0.71429,0.71429,0.00067,0.00392,0.00346,0.00054,0.00000
abort_constraint_discovery_v5,nominal_known_constraints,1,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88344,0.95755,1.00000,0.85714,0.85714,0.00033,0.00180,0.00062,0.00022,0.00000
abort_constraint_discovery_v5,nominal_known_constraints,2,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.89448,0.94458,1.00000,0.92857,0.92857,0.00018,0.00098,0.00000,0.00009,0.00000
abort_constraint_discovery_v5,nominal_known_constraints,3,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.85867,1.02153,1.00000,0.64286,0.64286,0.00078,0.00451,0.00282,0.00049,0.00000
abort_constraint_discovery_v5,nominal_known_constraints,4,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.86252,0.97633,1.00000,0.85714,0.85714,0.00030,0.00186,0.00123,0.00018,0.00000
abort_constraint_discovery_v5,nominal_known_constraints,5,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87212,0.97881,1.00000,0.57143,0.57143,0.00087,0.00544,0.00069,0.00054,0.00000
abort_constraint_discovery_v5,nominal_known_constraints,6,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88249,0.96168,1.00000,0.92857,0.92857,0.00013,0.00082,0.00000,0.00009,0.00000
abort_constraint_discovery_v5,nominal_known_constraints,7,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.86616,0.98493,1.00000,0.71429,0.71429,0.00068,0.00398,0.00351,0.00045,0.00000
conformal_abort_risk_filter,combined_abort_stress,0,14,0.57143,0.71429,0.71429,0.57143,0.00000,0.21752,4.42524,-0.01062,0.41519,0.26442,0.10825,0.10644,0.16156,0.14678,0.42857
conformal_abort_risk_filter,combined_abort_stress,1,14,0.64286,0.64286,0.64286,0.64286,0.00000,0.24867,4.66641,-0.00469,0.38434,0.23986,0.11136,0.10095,0.15941,0.14428,0.35714
conformal_abort_risk_filter,combined_abort_stress,2,14,0.64286,0.50000,0.50000,0.50000,0.00000,0.27087,3.79309,0.00680,0.40560,0.25602,0.10744,0.10319,0.16082,0.14812,0.35714
conformal_abort_risk_filter,combined_abort_stress,3,14,0.71429,0.50000,0.42857,0.42857,0.00000,0.29452,4.12492,0.00359,0.38977,0.24289,0.10511,0.10637,0.16633,0.14281,0.28571
conformal_abort_risk_filter,combined_abort_stress,4,14,0.71429,0.28571,0.28571,0.28571,0.00000,0.34995,3.13768,0.00881,0.41805,0.26626,0.10289,0.09705,0.14881,0.13960,0.28571
conformal_abort_risk_filter,combined_abort_stress,5,14,0.78571,0.42857,0.28571,0.42857,0.00000,0.33460,3.26787,0.00827,0.40143,0.25293,0.10369,0.10217,0.13993,0.13237,0.21429
conformal_abort_risk_filter,combined_abort_stress,6,14,0.57143,0.50000,0.50000,0.35714,0.00000,0.25919,4.23085,0.00489,0.42378,0.26984,0.10326,0.09696,0.16874,0.14531,0.42857
conformal_abort_risk_filter,combined_abort_stress,7,14,0.64286,0.42857,0.42857,0.42857,0.00000,0.29956,3.73572,0.00497,0.41820,0.26642,0.10098,0.09763,0.14038,0.13955,0.35714
conformal_abort_risk_filter,force_limit_abort,0,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.64709,1.37594,0.10703,0.36354,0.22986,0.04672,0.08180,0.07196,0.04625,0.00000
conformal_abort_risk_filter,force_limit_abort,1,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.64842,1.37580,0.14577,0.32588,0.20174,0.04775,0.07245,0.06230,0.03911,0.00000
conformal_abort_risk_filter,force_limit_abort,2,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.68504,1.26291,0.16439,0.33067,0.20980,0.04493,0.06854,0.04796,0.03710,0.00000
conformal_abort_risk_filter,force_limit_abort,3,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.66350,1.32293,0.15399,0.31533,0.19480,0.04852,0.07698,0.06348,0.04366,0.00000
conformal_abort_risk_filter,force_limit_abort,4,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.65405,1.38429,0.14522,0.33664,0.21554,0.04518,0.07390,0.05218,0.04022,0.00000
conformal_abort_risk_filter,force_limit_abort,5,14,1.00000,0.07143,0.07143,0.07143,0.00000,0.62858,1.48272,0.13881,0.35334,0.21826,0.04560,0.07477,0.05840,0.04054,0.00000
conformal_abort_risk_filter,force_limit_abort,6,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.67053,1.33268,0.14338,0.39709,0.25518,0.04313,0.07190,0.06044,0.04567,0.00000
conformal_abort_risk_filter,force_limit_abort,7,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.68293,1.25293,0.16575,0.35164,0.21747,0.04306,0.06996,0.05580,0.03861,0.00000
conformal_abort_risk_filter,hidden_wall_abort,0,14,0.92857,0.28571,0.07143,0.28571,0.00000,0.59063,1.67165,0.01739,0.42321,0.26955,0.06123,0.13349,0.12768,0.10286,0.07143
conformal_abort_risk_filter,hidden_wall_abort,1,14,0.85714,0.50000,0.21429,0.28571,0.00000,0.48258,2.18644,0.01537,0.40402,0.25406,0.06476,0.14368,0.13649,0.10460,0.14286
conformal_abort_risk_filter,hidden_wall_abort,2,14,0.92857,0.28571,0.21429,0.21429,0.00000,0.55346,1.98352,0.01337,0.43495,0.27872,0.06352,0.14336,0.13261,0.11174,0.07143
conformal_abort_risk_filter,hidden_wall_abort,3,14,0.92857,0.35714,0.21429,0.35714,0.00000,0.55115,1.87906,0.01603,0.44246,0.28494,0.06071,0.13819,0.12459,0.10487,0.07143
conformal_abort_risk_filter,hidden_wall_abort,4,14,0.92857,0.14286,0.14286,0.14286,0.00000,0.62480,1.70013,0.02529,0.42600,0.27292,0.06069,0.13314,0.11968,0.10058,0.07143
conformal_abort_risk_filter,hidden_wall_abort,5,14,0.85714,0.35714,0.28571,0.35714,0.00000,0.52676,2.08245,0.01910,0.44594,0.28790,0.06229,0.13921,0.13095,0.10330,0.14286
conformal_abort_risk_filter,hidden_wall_abort,6,14,0.92857,0.28571,0.14286,0.21429,0.00000,0.58802,1.75393,0.01460,0.42199,0.26816,0.05990,0.13126,0.10638,0.10255,0.07143
conformal_abort_risk_filter,hidden_wall_abort,7,14,0.92857,0.14286,0.14286,0.14286,0.00000,0.60405,1.66338,0.02594,0.44373,0.28572,0.05936,0.12955,0.10928,0.09518,0.07143
conformal_abort_risk_filter,human_stop_constraint,0,14,1.00000,0.14286,0.00000,0.07143,0.00000,0.59032,1.56260,0.09986,0.32599,0.20074,0.05781,0.07729,0.05585,0.06192,0.00000
conformal_abort_risk_filter,human_stop_constraint,1,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.58059,1.56694,0.12765,0.31826,0.19194,0.05736,0.07875,0.06825,0.05478,0.00000
conformal_abort_risk_filter,human_stop_constraint,2,14,1.00000,0.21429,0.00000,0.14286,0.00000,0.51505,1.83428,0.10542,0.35399,0.21789,0.06401,0.10428,0.07318,0.07536,0.00000
conformal_abort_risk_filter,human_stop_constraint,3,14,1.00000,0.28571,0.14286,0.21429,0.00000,0.49491,2.13766,0.10354,0.29601,0.17742,0.06218,0.07959,0.06827,0.06121,0.00000
conformal_abort_risk_filter,human_stop_constraint,4,14,1.00000,0.21429,0.00000,0.07143,0.00000,0.56064,1.65546,0.08932,0.32233,0.19556,0.05433,0.07571,0.06472,0.05352,0.00000
conformal_abort_risk_filter,human_stop_constraint,5,14,1.00000,0.35714,0.07143,0.21429,0.00000,0.53427,1.78843,0.09435,0.28840,0.17188,0.05565,0.07246,0.08090,0.05255,0.00000
conformal_abort_risk_filter,human_stop_constraint,6,14,1.00000,0.21429,0.07143,0.21429,0.00000,0.52654,1.84560,0.12189,0.34237,0.21118,0.05969,0.08458,0.07119,0.06781,0.00000
conformal_abort_risk_filter,human_stop_constraint,7,14,1.00000,0.28571,0.00000,0.14286,0.00000,0.55861,1.68416,0.08487,0.35690,0.22106,0.05726,0.07579,0.06920,0.05790,0.00000
conformal_abort_risk_filter,nominal_known_constraints,0,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.84557,1.00549,1.00000,0.71429,0.71429,0.00636,0.05674,0.05043,0.00362,0.00000
conformal_abort_risk_filter,nominal_known_constraints,1,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87461,0.96807,1.00000,0.85714,0.85714,0.00412,0.05131,0.05013,0.00183,0.00000
conformal_abort_risk_filter,nominal_known_constraints,2,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88414,0.95591,1.00000,0.92857,0.92857,0.00358,0.04968,0.04578,0.00174,0.00000
conformal_abort_risk_filter,nominal_known_constraints,3,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88172,0.95707,1.00000,0.71429,0.71429,0.00571,0.05532,0.04770,0.00303,0.00000
conformal_abort_risk_filter,nominal_known_constraints,4,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.86467,0.97466,1.00000,0.85714,0.85714,0.00384,0.05167,0.04941,0.00036,0.00000
conformal_abort_risk_filter,nominal_known_constraints,5,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.86926,0.98227,1.00000,0.57143,0.57143,0.00812,0.06160,0.05042,0.00585,0.00000
conformal_abort_risk_filter,nominal_known_constraints,6,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87533,0.96990,1.00000,0.92857,0.92857,0.00333,0.05010,0.04905,0.00067,0.00000
conformal_abort_risk_filter,nominal_known_constraints,7,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.85523,1.00006,1.00000,0.71429,0.71429,0.00644,0.05760,0.05476,0.00415,0.00000
constraint_classifier,combined_abort_stress,0,14,0.50000,0.71429,0.71429,0.57143,0.00000,0.21263,4.50056,-0.00951,0.39760,0.25025,0.14895,0.17878,0.23363,0.26228,0.50000
constraint_classifier,combined_abort_stress,1,14,0.50000,0.64286,0.64286,0.64286,0.00000,0.23894,4.23041,-0.00578,0.38055,0.23613,0.15023,0.17259,0.24041,0.25580,0.50000
constraint_classifier,combined_abort_stress,2,14,0.64286,0.64286,0.64286,0.64286,0.00000,0.24276,4.38904,-0.00373,0.38564,0.23971,0.15111,0.18434,0.23170,0.26862,0.35714
constraint_classifier,combined_abort_stress,3,14,0.57143,0.57143,0.50000,0.57143,0.00000,0.26660,4.26680,0.00530,0.37016,0.22805,0.15009,0.18499,0.25157,0.26049,0.42857
constraint_classifier,combined_abort_stress,4,14,0.71429,0.28571,0.28571,0.28571,0.00000,0.35907,2.96350,0.01126,0.40428,0.25530,0.14131,0.16773,0.22180,0.24697,0.28571
constraint_classifier,combined_abort_stress,5,14,0.71429,0.57143,0.35714,0.57143,0.00000,0.29540,3.50190,0.00575,0.38924,0.24433,0.14599,0.17821,0.21205,0.25188,0.28571
constraint_classifier,combined_abort_stress,6,14,0.57143,0.50000,0.42857,0.28571,0.00000,0.28989,3.52262,0.00410,0.41432,0.26226,0.14288,0.17473,0.23823,0.25295,0.42857
constraint_classifier,combined_abort_stress,7,14,0.64286,0.50000,0.50000,0.42857,0.00000,0.27608,3.89807,0.00513,0.39930,0.25185,0.14300,0.17146,0.22188,0.25393,0.35714
constraint_classifier,force_limit_abort,0,14,1.00000,0.07143,0.00000,0.00000,0.00000,0.65158,1.36238,0.11064,0.36747,0.23675,0.06672,0.10698,0.06791,0.10214,0.00000
constraint_classifier,force_limit_abort,1,14,1.00000,0.21429,0.00000,0.21429,0.00000,0.59299,1.56730,0.12177,0.32377,0.20052,0.06600,0.09426,0.03957,0.09326,0.00000
constraint_classifier,force_limit_abort,2,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.66345,1.37389,0.14951,0.34290,0.21208,0.06131,0.08667,0.02297,0.08786,0.00000
constraint_classifier,force_limit_abort,3,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.67853,1.30110,0.15954,0.32310,0.19622,0.06646,0.09526,0.03912,0.09589,0.00000
constraint_classifier,force_limit_abort,4,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.62701,1.42603,0.14025,0.35730,0.22609,0.06161,0.09227,0.02842,0.09277,0.00000
constraint_classifier,force_limit_abort,5,14,1.00000,0.14286,0.07143,0.14286,0.00000,0.62001,1.53818,0.13723,0.38294,0.24075,0.06162,0.09151,0.02821,0.09549,0.00000
constraint_classifier,force_limit_abort,6,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.64410,1.36235,0.13060,0.35352,0.22038,0.06071,0.09029,0.03100,0.09697,0.00000
constraint_classifier,force_limit_abort,7,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.70558,1.21009,0.16240,0.38382,0.24153,0.05770,0.08304,0.02678,0.08745,0.00000
constraint_classifier,hidden_wall_abort,0,14,0.92857,0.28571,0.07143,0.28571,0.00000,0.59774,1.66987,0.01570,0.30665,0.18154,0.10236,0.19009,0.15938,0.19754,0.07143
