method,split,seed,episodes,success,aborted,repeated_abort,violation,abstained,path_efficiency,completion_time,safety_margin,boundary_f1,boundary_iou,calibration_brier,calibration_ece,chosen_path_risk,discovered_area,tail_risk
constraint_classifier,hidden_wall_abort,1,14,0.85714,0.50000,0.21429,0.42857,0.00000,0.47935,2.24245,0.01282,0.29619,0.17406,0.10936,0.20499,0.16164,0.20719,0.14286
constraint_classifier,hidden_wall_abort,2,14,0.85714,0.28571,0.21429,0.21429,0.00000,0.55332,1.96888,0.01238,0.30484,0.18070,0.11065,0.20730,0.16916,0.21415,0.14286
constraint_classifier,hidden_wall_abort,3,14,0.85714,0.35714,0.14286,0.35714,0.00000,0.52798,1.89684,0.01906,0.30460,0.18029,0.10413,0.19710,0.15655,0.19754,0.14286
constraint_classifier,hidden_wall_abort,4,14,0.85714,0.14286,0.14286,0.14286,0.00000,0.61895,1.67581,0.02465,0.31476,0.18769,0.10175,0.19001,0.15893,0.19380,0.14286
constraint_classifier,hidden_wall_abort,5,14,0.85714,0.35714,0.21429,0.28571,0.00000,0.53739,2.05007,0.01538,0.32035,0.19172,0.10479,0.19686,0.16019,0.20143,0.14286
constraint_classifier,hidden_wall_abort,6,14,0.92857,0.42857,0.28571,0.35714,0.00000,0.53739,2.03489,0.00601,0.30519,0.18063,0.10246,0.18961,0.14482,0.19576,0.07143
constraint_classifier,hidden_wall_abort,7,14,1.00000,0.07143,0.07143,0.00000,0.00000,0.63974,1.58659,0.02995,0.32877,0.19710,0.09597,0.18118,0.12524,0.18268,0.00000
constraint_classifier,human_stop_constraint,0,14,1.00000,0.21429,0.00000,0.14286,0.00000,0.55840,1.67715,0.10047,0.36549,0.22839,0.07936,0.11152,0.03850,0.12946,0.00000
constraint_classifier,human_stop_constraint,1,14,1.00000,0.07143,0.07143,0.07143,0.00000,0.60888,1.51840,0.11753,0.34213,0.20861,0.07725,0.10911,0.06708,0.11808,0.00000
constraint_classifier,human_stop_constraint,2,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.53238,1.73888,0.09209,0.34592,0.21219,0.09410,0.15004,0.07374,0.16098,0.00000
constraint_classifier,human_stop_constraint,3,14,1.00000,0.35714,0.14286,0.21429,0.00000,0.49319,2.32273,0.09091,0.34175,0.21099,0.08528,0.11991,0.06553,0.13545,0.00000
constraint_classifier,human_stop_constraint,4,14,1.00000,0.35714,0.21429,0.14286,0.00000,0.51478,2.07858,0.08370,0.34350,0.20966,0.07798,0.11352,0.06482,0.12197,0.00000
constraint_classifier,human_stop_constraint,5,14,1.00000,0.28571,0.07143,0.14286,0.00000,0.55182,1.84381,0.09273,0.32233,0.19746,0.07648,0.10066,0.05643,0.11812,0.00000
constraint_classifier,human_stop_constraint,6,14,1.00000,0.21429,0.00000,0.14286,0.00000,0.52473,1.78455,0.12898,0.38639,0.24217,0.08123,0.12352,0.07200,0.13987,0.00000
constraint_classifier,human_stop_constraint,7,14,1.00000,0.21429,0.00000,0.07143,0.00000,0.56823,1.62971,0.08426,0.38266,0.24039,0.07700,0.10885,0.06334,0.12272,0.00000
constraint_classifier,nominal_known_constraints,0,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.85407,0.99509,1.00000,0.71429,0.71429,0.00891,0.04001,0.00867,0.01004,0.00000
constraint_classifier,nominal_known_constraints,1,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.89013,0.95138,1.00000,0.85714,0.85714,0.00464,0.03172,0.00507,0.00446,0.00000
constraint_classifier,nominal_known_constraints,2,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88929,0.94989,1.00000,0.92857,0.92857,0.00373,0.02765,0.00000,0.00362,0.00000
constraint_classifier,nominal_known_constraints,3,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.84005,1.05257,1.00000,0.64286,0.64286,0.00904,0.04204,0.00838,0.01058,0.00000
constraint_classifier,nominal_known_constraints,4,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.85021,1.01211,1.00000,0.78571,0.78571,0.00565,0.03628,0.01183,0.00455,0.00000
constraint_classifier,nominal_known_constraints,5,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87295,0.97820,1.00000,0.57143,0.57143,0.01243,0.04905,0.00434,0.01567,0.00000
constraint_classifier,nominal_known_constraints,6,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87951,0.96543,1.00000,0.92857,0.92857,0.00341,0.03067,0.00000,0.00196,0.00000
constraint_classifier,nominal_known_constraints,7,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.86386,0.98906,1.00000,0.71429,0.71429,0.00929,0.04261,0.01651,0.01085,0.00000
costmap_from_collisions,combined_abort_stress,0,14,0.50000,0.85714,0.78571,0.85714,0.00000,0.17672,5.20964,-0.01541,0.43895,0.28376,0.10183,0.08689,0.10569,0.14250,0.50000
costmap_from_collisions,combined_abort_stress,1,14,0.42857,0.92857,0.85714,0.92857,0.00000,0.15049,5.43864,-0.01484,0.40295,0.25415,0.10643,0.09174,0.16487,0.13607,0.57143
costmap_from_collisions,combined_abort_stress,2,14,0.64286,0.85714,0.71429,0.85714,0.00000,0.20120,5.01745,-0.01489,0.41873,0.26713,0.10288,0.08848,0.11556,0.13687,0.35714
costmap_from_collisions,combined_abort_stress,3,14,0.42857,0.78571,0.71429,0.71429,0.00000,0.18678,4.83482,-0.01005,0.40015,0.25092,0.10082,0.08721,0.13237,0.13040,0.57143
costmap_from_collisions,combined_abort_stress,4,14,0.57143,0.64286,0.57143,0.64286,0.00000,0.25117,4.18713,-0.00313,0.43513,0.28146,0.09728,0.07753,0.10204,0.12763,0.42857
costmap_from_collisions,combined_abort_stress,5,14,0.50000,0.85714,0.71429,0.78571,0.00000,0.19151,4.93810,-0.00725,0.42312,0.26990,0.10108,0.08602,0.12550,0.13732,0.50000
costmap_from_collisions,combined_abort_stress,6,14,0.50000,0.85714,0.71429,0.64286,0.00000,0.19051,4.93244,-0.01256,0.43812,0.28218,0.09882,0.08055,0.11763,0.14272,0.50000
costmap_from_collisions,combined_abort_stress,7,14,0.71429,0.78571,0.57143,0.78571,0.00000,0.23519,4.61642,-0.01229,0.43590,0.28112,0.09643,0.07761,0.10805,0.13254,0.28571
costmap_from_collisions,force_limit_abort,0,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.66615,1.28331,0.11624,0.39855,0.25837,0.04211,0.04357,0.03138,0.05804,0.00000
costmap_from_collisions,force_limit_abort,1,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.64243,1.41638,0.16472,0.36203,0.22840,0.04313,0.03917,0.02023,0.05103,0.00000
costmap_from_collisions,force_limit_abort,2,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.64577,1.42714,0.15534,0.35217,0.22305,0.04332,0.04208,0.02260,0.05362,0.00000
costmap_from_collisions,force_limit_abort,3,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.66230,1.32209,0.16074,0.37268,0.23337,0.04298,0.04143,0.02002,0.05277,0.00000
costmap_from_collisions,force_limit_abort,4,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.69926,1.21045,0.14254,0.38495,0.24911,0.03970,0.03581,0.01883,0.04951,0.00000
costmap_from_collisions,force_limit_abort,5,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.66153,1.33504,0.13995,0.37123,0.23194,0.04007,0.03356,0.02192,0.04705,0.00000
costmap_from_collisions,force_limit_abort,6,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.67640,1.26016,0.15460,0.43525,0.28871,0.03755,0.03642,0.01815,0.05255,0.00000
costmap_from_collisions,force_limit_abort,7,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.68532,1.24222,0.15962,0.38473,0.24465,0.03972,0.03621,0.02132,0.04875,0.00000
costmap_from_collisions,hidden_wall_abort,0,14,0.85714,0.57143,0.42857,0.50000,0.00000,0.45822,2.59538,0.00111,0.46251,0.30201,0.04702,0.06991,0.07984,0.08808,0.14286
costmap_from_collisions,hidden_wall_abort,1,14,0.92857,0.64286,0.50000,0.57143,0.00000,0.43410,2.84674,-0.00065,0.45020,0.29175,0.05061,0.08102,0.06857,0.09598,0.07143
costmap_from_collisions,hidden_wall_abort,2,14,0.78571,0.64286,0.35714,0.42857,0.00000,0.45142,2.60417,0.00062,0.47423,0.31343,0.04806,0.07843,0.08995,0.09482,0.21429
costmap_from_collisions,hidden_wall_abort,3,14,1.00000,0.35714,0.21429,0.35714,0.00000,0.58896,1.75271,0.01614,0.47556,0.31456,0.04495,0.06901,0.05723,0.08411,0.00000
costmap_from_collisions,hidden_wall_abort,4,14,0.92857,0.50000,0.28571,0.28571,0.00000,0.52532,2.12959,0.01231,0.47532,0.31333,0.04518,0.06520,0.06865,0.08326,0.07143
costmap_from_collisions,hidden_wall_abort,5,14,0.92857,0.57143,0.35714,0.50000,0.00000,0.48371,2.43974,0.00193,0.46348,0.30302,0.04617,0.06912,0.05876,0.08549,0.07143
costmap_from_collisions,hidden_wall_abort,6,14,1.00000,0.42857,0.35714,0.28571,0.00000,0.55966,1.99805,0.01017,0.48451,0.32157,0.04424,0.06789,0.05393,0.08433,0.00000
costmap_from_collisions,hidden_wall_abort,7,14,0.85714,0.57143,0.35714,0.42857,0.00000,0.46287,2.56120,0.00557,0.46990,0.30972,0.04635,0.06925,0.05260,0.08536,0.14286
costmap_from_collisions,human_stop_constraint,0,14,1.00000,0.28571,0.14286,0.21429,0.00000,0.54865,1.87315,0.10014,0.38972,0.24725,0.05269,0.04609,0.02734,0.07103,0.00000
costmap_from_collisions,human_stop_constraint,1,14,1.00000,0.21429,0.07143,0.21429,0.00000,0.54765,1.73105,0.13617,0.37285,0.23190,0.05283,0.04804,0.02638,0.06875,0.00000
costmap_from_collisions,human_stop_constraint,2,14,1.00000,0.21429,0.14286,0.07143,0.00000,0.53809,1.84951,0.08359,0.41512,0.26460,0.05357,0.05691,0.03918,0.08572,0.00000
costmap_from_collisions,human_stop_constraint,3,14,1.00000,0.35714,0.28571,0.21429,0.00000,0.50084,2.32448,0.07064,0.37843,0.24023,0.05547,0.05289,0.04597,0.07567,0.00000
costmap_from_collisions,human_stop_constraint,4,14,1.00000,0.21429,0.00000,0.07143,0.00000,0.57489,1.60093,0.08079,0.36664,0.22748,0.04904,0.03815,0.03637,0.06223,0.00000
costmap_from_collisions,human_stop_constraint,5,14,1.00000,0.28571,0.07143,0.14286,0.00000,0.57155,1.66204,0.08717,0.32881,0.20290,0.05095,0.03958,0.03390,0.05607,0.00000
costmap_from_collisions,human_stop_constraint,6,14,1.00000,0.21429,0.00000,0.07143,0.00000,0.55000,1.67150,0.12829,0.41053,0.25999,0.05060,0.03943,0.02720,0.07339,0.00000
costmap_from_collisions,human_stop_constraint,7,14,1.00000,0.14286,0.00000,0.00000,0.00000,0.60055,1.50091,0.09045,0.39715,0.25142,0.05142,0.04051,0.03454,0.06741,0.00000
costmap_from_collisions,nominal_known_constraints,0,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87494,0.96910,1.00000,0.71429,0.71429,0.00347,0.00813,0.00538,0.00531,0.00000
costmap_from_collisions,nominal_known_constraints,1,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.89104,0.94965,1.00000,0.85714,0.85714,0.00148,0.00361,0.00210,0.00232,0.00000
costmap_from_collisions,nominal_known_constraints,2,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.89548,0.94357,1.00000,0.92857,0.92857,0.00074,0.00180,0.00000,0.00112,0.00000
costmap_from_collisions,nominal_known_constraints,3,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87509,0.96382,1.00000,0.71429,0.71429,0.00296,0.00721,0.00419,0.00428,0.00000
costmap_from_collisions,nominal_known_constraints,4,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.86720,0.97036,1.00000,0.85714,0.85714,0.00148,0.00360,0.00152,0.00219,0.00000
costmap_from_collisions,nominal_known_constraints,5,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.84934,1.03172,1.00000,0.57143,0.57143,0.00519,0.01263,0.00503,0.00746,0.00000
costmap_from_collisions,nominal_known_constraints,6,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87907,0.96542,1.00000,0.92857,0.92857,0.00074,0.00180,0.00000,0.00112,0.00000
costmap_from_collisions,nominal_known_constraints,7,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.85965,0.99366,1.00000,0.71429,0.71429,0.00328,0.00777,0.00489,0.00473,0.00000
ignore_aborted_actions,combined_abort_stress,0,14,0.07143,0.92857,0.92857,0.64286,0.00000,0.11531,4.81648,-0.01921,0.00000,0.00000,0.11955,0.11955,0.00000,0.00000,0.92857
ignore_aborted_actions,combined_abort_stress,1,14,0.07143,0.92857,0.92857,0.71429,0.00000,0.11083,5.06466,-0.01901,0.00000,0.00000,0.11911,0.11911,0.00000,0.00000,0.92857
ignore_aborted_actions,combined_abort_stress,2,14,0.00000,1.00000,1.00000,0.78571,0.00000,0.07953,5.12550,-0.01664,0.00000,0.00000,0.11643,0.11643,0.00000,0.00000,1.00000
ignore_aborted_actions,combined_abort_stress,3,14,0.00000,1.00000,1.00000,1.00000,0.00000,0.09186,4.68417,-0.01552,0.00000,0.00000,0.11121,0.11121,0.00000,0.00000,1.00000
ignore_aborted_actions,combined_abort_stress,4,14,0.00000,1.00000,1.00000,1.00000,0.00000,0.07801,5.23345,-0.01787,0.00000,0.00000,0.11786,0.11786,0.00000,0.00000,1.00000
ignore_aborted_actions,combined_abort_stress,5,14,0.00000,1.00000,1.00000,0.92857,0.00000,0.08294,5.12640,-0.01925,0.00000,0.00000,0.11567,0.11567,0.00000,0.00000,1.00000
ignore_aborted_actions,combined_abort_stress,6,14,0.00000,1.00000,1.00000,0.85714,0.00000,0.08502,5.09294,-0.01018,0.00000,0.00000,0.11848,0.11848,0.00000,0.00000,1.00000
ignore_aborted_actions,combined_abort_stress,7,14,0.07143,1.00000,1.00000,0.85714,0.00000,0.08319,5.52749,-0.01911,0.00000,0.00000,0.11625,0.11625,0.00000,0.00000,0.92857
ignore_aborted_actions,force_limit_abort,0,14,0.64286,0.50000,0.50000,0.50000,0.00000,0.46787,2.59847,0.07554,0.00000,0.00000,0.04639,0.04639,0.00000,0.00000,0.35714
ignore_aborted_actions,force_limit_abort,1,14,0.64286,0.42857,0.35714,0.42857,0.00000,0.47161,2.79614,0.11759,0.00000,0.00000,0.04643,0.04643,0.00000,0.00000,0.35714
ignore_aborted_actions,force_limit_abort,2,14,0.71429,0.28571,0.28571,0.28571,0.00000,0.53122,2.20724,0.12730,0.00000,0.00000,0.04661,0.04661,0.00000,0.00000,0.28571
ignore_aborted_actions,force_limit_abort,3,14,0.71429,0.42857,0.28571,0.42857,0.00000,0.52574,2.20046,0.13676,0.00000,0.00000,0.04576,0.04576,0.00000,0.00000,0.28571
ignore_aborted_actions,force_limit_abort,4,14,0.85714,0.35714,0.21429,0.35714,0.00000,0.57088,1.87988,0.10994,0.00000,0.00000,0.04580,0.04580,0.00000,0.00000,0.14286
ignore_aborted_actions,force_limit_abort,5,14,0.57143,0.42857,0.42857,0.42857,0.00000,0.44386,2.57952,0.10384,0.00000,0.00000,0.04665,0.04665,0.00000,0.00000,0.42857
ignore_aborted_actions,force_limit_abort,6,14,0.71429,0.28571,0.28571,0.28571,0.00000,0.54056,2.20806,0.09906,0.00000,0.00000,0.04585,0.04585,0.00000,0.00000,0.28571
ignore_aborted_actions,force_limit_abort,7,14,0.85714,0.28571,0.21429,0.28571,0.00000,0.58828,1.86583,0.13246,0.00000,0.00000,0.04603,0.04603,0.00000,0.00000,0.14286
ignore_aborted_actions,hidden_wall_abort,0,14,0.21429,0.92857,0.85714,0.85714,0.00000,0.19258,3.97883,-0.01318,0.00000,0.00000,0.04000,0.04000,0.00000,0.00000,0.78571
ignore_aborted_actions,hidden_wall_abort,1,14,0.07143,1.00000,0.92857,1.00000,0.00000,0.12405,4.16443,-0.01650,0.00000,0.00000,0.03982,0.03982,0.00000,0.00000,0.92857
ignore_aborted_actions,hidden_wall_abort,2,14,0.07143,1.00000,1.00000,1.00000,0.00000,0.11652,4.21985,0.00366,0.00000,0.00000,0.04071,0.04071,0.00000,0.00000,0.92857
ignore_aborted_actions,hidden_wall_abort,3,14,0.21429,0.85714,0.85714,0.85714,0.00000,0.22684,3.60669,-0.01268,0.00000,0.00000,0.03893,0.03893,0.00000,0.00000,0.78571
ignore_aborted_actions,hidden_wall_abort,4,14,0.07143,0.92857,0.92857,0.92857,0.00000,0.14526,4.20948,-0.01442,0.00000,0.00000,0.04027,0.04027,0.00000,0.00000,0.92857
ignore_aborted_actions,hidden_wall_abort,5,14,0.07143,0.92857,0.92857,0.92857,0.00000,0.14753,4.12978,-0.01263,0.00000,0.00000,0.03996,0.03996,0.00000,0.00000,0.92857
ignore_aborted_actions,hidden_wall_abort,6,14,0.21429,0.78571,0.78571,0.78571,0.00000,0.24885,3.58418,-0.00536,0.00000,0.00000,0.04018,0.04018,0.00000,0.00000,0.78571
ignore_aborted_actions,hidden_wall_abort,7,14,0.14286,0.85714,0.85714,0.85714,0.00000,0.19417,3.76056,-0.00988,0.00000,0.00000,0.04125,0.04125,0.00000,0.00000,0.85714
ignore_aborted_actions,human_stop_constraint,0,14,0.64286,0.50000,0.50000,0.21429,0.00000,0.40375,3.00905,0.06593,0.00000,0.00000,0.05906,0.05906,0.00000,0.00000,0.35714
ignore_aborted_actions,human_stop_constraint,1,14,0.64286,0.42857,0.35714,0.00000,0.00000,0.44622,2.57636,0.09110,0.00000,0.00000,0.05701,0.05701,0.00000,0.00000,0.35714
ignore_aborted_actions,human_stop_constraint,2,14,0.50000,0.57143,0.50000,0.00000,0.00000,0.36455,3.15378,0.02754,0.00000,0.00000,0.05786,0.05786,0.00000,0.00000,0.50000
ignore_aborted_actions,human_stop_constraint,3,14,0.57143,0.64286,0.42857,0.14286,0.00000,0.37609,3.05726,0.05240,0.00000,0.00000,0.05987,0.05987,0.00000,0.00000,0.42857
ignore_aborted_actions,human_stop_constraint,4,14,0.64286,0.50000,0.42857,0.14286,0.00000,0.43371,2.65247,0.05147,0.00000,0.00000,0.05563,0.05563,0.00000,0.00000,0.35714
ignore_aborted_actions,human_stop_constraint,5,14,0.57143,0.57143,0.50000,0.14286,0.00000,0.38715,3.09480,0.04809,0.00000,0.00000,0.05786,0.05786,0.00000,0.00000,0.42857
ignore_aborted_actions,human_stop_constraint,6,14,0.50000,0.71429,0.57143,0.35714,0.00000,0.33734,3.20292,0.06589,0.00000,0.00000,0.06058,0.06058,0.00000,0.00000,0.50000
ignore_aborted_actions,human_stop_constraint,7,14,0.42857,0.64286,0.57143,0.07143,0.00000,0.32389,3.51266,0.02444,0.00000,0.00000,0.06112,0.06112,0.00000,0.00000,0.57143
ignore_aborted_actions,nominal_known_constraints,0,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87764,0.96569,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ignore_aborted_actions,nominal_known_constraints,1,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.89607,0.94372,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ignore_aborted_actions,nominal_known_constraints,2,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88656,0.95264,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ignore_aborted_actions,nominal_known_constraints,3,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88572,0.95185,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ignore_aborted_actions,nominal_known_constraints,4,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.86260,0.99775,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ignore_aborted_actions,nominal_known_constraints,5,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.86235,0.99023,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ignore_aborted_actions,nominal_known_constraints,6,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.87635,0.96858,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ignore_aborted_actions,nominal_known_constraints,7,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.86532,0.98560,1.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
kernel_trace_constraint_classifier,combined_abort_stress,0,14,0.78571,0.71429,0.42857,0.64286,0.00000,0.24954,4.37750,-0.00152,0.32302,0.19408,0.21118,0.23491,0.17248,0.33754,0.21429
kernel_trace_constraint_classifier,combined_abort_stress,1,14,0.71429,0.71429,0.57143,0.71429,0.00000,0.22491,5.98908,0.00005,0.31569,0.18819,0.21760,0.23931,0.14462,0.34205,0.28571
kernel_trace_constraint_classifier,combined_abort_stress,2,14,0.92857,0.42857,0.35714,0.42857,0.07143,0.30546,3.78439,0.00504,0.30999,0.18399,0.20780,0.22251,0.20010,0.31978,0.07143
kernel_trace_constraint_classifier,combined_abort_stress,3,14,0.78571,0.42857,0.35714,0.42857,0.00000,0.29296,4.52363,0.00850,0.29714,0.17510,0.20817,0.22668,0.12324,0.32130,0.21429
kernel_trace_constraint_classifier,combined_abort_stress,4,14,0.92857,0.21429,0.07143,0.14286,0.00000,0.39880,2.65580,0.01560,0.34011,0.20661,0.18907,0.20342,0.13735,0.29813,0.07143
kernel_trace_constraint_classifier,combined_abort_stress,5,14,0.92857,0.50000,0.35714,0.50000,0.00000,0.30221,4.01467,0.00610,0.32050,0.19184,0.20070,0.22393,0.14730,0.31696,0.07143
kernel_trace_constraint_classifier,combined_abort_stress,6,14,0.85714,0.57143,0.42857,0.57143,0.00000,0.26290,5.28982,0.00285,0.32721,0.19637,0.21365,0.23509,0.14508,0.34098,0.14286
kernel_trace_constraint_classifier,combined_abort_stress,7,14,0.92857,0.42857,0.28571,0.42857,0.00000,0.32705,3.87911,0.01210,0.34015,0.20610,0.19877,0.21856,0.13064,0.31308,0.07143
kernel_trace_constraint_classifier,force_limit_abort,0,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.66950,1.27479,0.10458,0.31068,0.18974,0.08203,0.11130,0.05444,0.12853,0.00000
kernel_trace_constraint_classifier,force_limit_abort,1,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.61763,1.51126,0.12893,0.29986,0.18173,0.07845,0.09985,0.02274,0.11795,0.00000
kernel_trace_constraint_classifier,force_limit_abort,2,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.63651,1.49615,0.14671,0.27395,0.16242,0.07820,0.09775,0.01244,0.11634,0.00000
kernel_trace_constraint_classifier,force_limit_abort,3,14,1.00000,0.21429,0.00000,0.21429,0.00000,0.59475,1.61325,0.14773,0.29102,0.17223,0.08343,0.10737,0.02465,0.12370,0.00000
kernel_trace_constraint_classifier,force_limit_abort,4,14,1.00000,0.07143,0.07143,0.07143,0.00000,0.66102,1.41806,0.13432,0.28820,0.17378,0.07826,0.09831,0.02720,0.11509,0.00000
kernel_trace_constraint_classifier,force_limit_abort,5,14,1.00000,0.14286,0.00000,0.14286,0.00000,0.61616,1.49536,0.14034,0.32583,0.19780,0.07513,0.09392,0.01906,0.11393,0.00000
kernel_trace_constraint_classifier,force_limit_abort,6,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.65828,1.30418,0.13719,0.32423,0.19824,0.07360,0.09484,0.01701,0.11553,0.00000
kernel_trace_constraint_classifier,force_limit_abort,7,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.66453,1.31060,0.15420,0.32330,0.19513,0.07320,0.09184,0.02137,0.11138,0.00000
kernel_trace_constraint_classifier,hidden_wall_abort,0,14,0.92857,0.35714,0.21429,0.28571,0.00000,0.53725,2.04331,0.01162,0.24801,0.14201,0.14779,0.22262,0.13628,0.24187,0.07143
kernel_trace_constraint_classifier,hidden_wall_abort,1,14,1.00000,0.42857,0.14286,0.35714,0.00000,0.50426,2.16321,0.01074,0.24583,0.14044,0.14604,0.22578,0.11016,0.24397,0.00000
kernel_trace_constraint_classifier,hidden_wall_abort,2,14,1.00000,0.28571,0.00000,0.21429,0.00000,0.57785,1.63655,0.01433,0.26504,0.15330,0.14309,0.22470,0.10697,0.24103,0.00000
kernel_trace_constraint_classifier,hidden_wall_abort,3,14,1.00000,0.21429,0.14286,0.21429,0.00000,0.57094,1.76070,0.02449,0.25202,0.14468,0.14119,0.21870,0.09811,0.23487,0.00000
kernel_trace_constraint_classifier,hidden_wall_abort,4,14,1.00000,0.21429,0.14286,0.21429,0.00000,0.61395,1.65246,0.02572,0.25773,0.14839,0.13854,0.21129,0.10749,0.22620,0.00000
kernel_trace_constraint_classifier,hidden_wall_abort,5,14,1.00000,0.21429,0.07143,0.07143,0.00000,0.56430,1.79184,0.02802,0.26071,0.15003,0.13609,0.20995,0.07232,0.22589,0.00000
kernel_trace_constraint_classifier,hidden_wall_abort,6,14,1.00000,0.28571,0.21429,0.21429,0.00000,0.56150,2.01261,0.01672,0.26196,0.15095,0.14266,0.22114,0.11303,0.24076,0.00000
kernel_trace_constraint_classifier,hidden_wall_abort,7,14,1.00000,0.14286,0.14286,0.14286,0.00000,0.60804,1.62261,0.02586,0.26755,0.15473,0.13171,0.20292,0.09456,0.22036,0.00000
kernel_trace_constraint_classifier,human_stop_constraint,0,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.62036,1.42251,0.09252,0.29108,0.17539,0.10001,0.11863,0.02720,0.14795,0.00000
kernel_trace_constraint_classifier,human_stop_constraint,1,14,1.00000,0.14286,0.00000,0.07143,0.00000,0.57950,1.60946,0.11803,0.30746,0.18436,0.09849,0.12112,0.04213,0.15054,0.00000
kernel_trace_constraint_classifier,human_stop_constraint,2,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.54025,1.68282,0.10656,0.31407,0.18808,0.11496,0.15635,0.03884,0.18607,0.00000
kernel_trace_constraint_classifier,human_stop_constraint,3,14,1.00000,0.21429,0.00000,0.14286,0.00000,0.52514,1.77644,0.09901,0.29032,0.17274,0.10255,0.12042,0.05244,0.15054,0.00000
kernel_trace_constraint_classifier,human_stop_constraint,4,14,1.00000,0.21429,0.07143,0.14286,0.00000,0.57537,1.71292,0.08422,0.29623,0.17604,0.09600,0.11587,0.04440,0.14263,0.00000
kernel_trace_constraint_classifier,human_stop_constraint,5,14,1.00000,0.35714,0.07143,0.07143,0.00000,0.53658,1.88556,0.09541,0.30891,0.18372,0.09164,0.10817,0.05250,0.13826,0.00000
kernel_trace_constraint_classifier,human_stop_constraint,6,14,1.00000,0.14286,0.00000,0.07143,0.00000,0.54202,1.71244,0.10371,0.32953,0.19918,0.10289,0.12895,0.05124,0.16406,0.00000
kernel_trace_constraint_classifier,human_stop_constraint,7,14,1.00000,0.07143,0.00000,0.00000,0.00000,0.57762,1.53838,0.09374,0.33524,0.20420,0.09489,0.11688,0.04462,0.14420,0.00000
kernel_trace_constraint_classifier,nominal_known_constraints,0,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.82992,1.08320,1.00000,0.71429,0.71429,0.01122,0.03415,0.00888,0.01701,0.00000
kernel_trace_constraint_classifier,nominal_known_constraints,1,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88162,0.96000,1.00000,0.85714,0.85714,0.00476,0.02268,0.00250,0.00545,0.00000
kernel_trace_constraint_classifier,nominal_known_constraints,2,14,1.00000,0.00000,0.00000,0.00000,0.00000,0.88106,0.95875,1.00000,0.92857,0.92857,0.00342,0.01901,0.00000,0.00384,0.00000
kernel_trace_constraint_classifier,nominal_known_constraints,3,14,1.00000,0.07143,0.00000,0.07143,0.00000,0.84201,1.04877,1.00000,0.64286,0.64286,0.01023,0.03328,0.00464,0.01379,0.00000
