risk_budget,method,split,seed,episodes,success,aborted,repeated_abort,violation,abstained,path_efficiency,completion_time,safety_margin,boundary_f1,boundary_iou,calibration_brier,calibration_ece,chosen_path_risk,discovered_area,tail_risk
0.08,conformal_abort_risk_filter,combined_abort_stress,7,8,0.87500,0.50000,0.37500,0.50000,0.00000,0.28328,4.02185,0.00663,0.38703,0.24205,0.11278,0.09448,0.11622,0.13039,0.12500
0.08,constraint_classifier,combined_abort_stress,0,8,0.62500,0.75000,0.62500,0.75000,0.00000,0.16745,6.50605,-0.00753,0.38094,0.23591,0.16788,0.17877,0.17672,0.28758,0.37500
0.08,constraint_classifier,combined_abort_stress,1,8,0.62500,0.87500,0.87500,0.87500,0.00000,0.13458,6.75266,-0.00867,0.39865,0.25054,0.16582,0.18958,0.21060,0.29484,0.37500
0.08,constraint_classifier,combined_abort_stress,2,8,0.75000,0.62500,0.37500,0.62500,0.00000,0.23572,5.71433,0.00641,0.40386,0.25557,0.15794,0.18851,0.16962,0.28094,0.25000
0.08,constraint_classifier,combined_abort_stress,3,8,0.62500,0.62500,0.50000,0.62500,0.00000,0.20430,5.44729,-0.00220,0.39919,0.25059,0.16133,0.18962,0.20756,0.29516,0.37500
0.08,constraint_classifier,combined_abort_stress,4,8,0.75000,0.50000,0.50000,0.50000,0.00000,0.21125,5.60876,0.00411,0.42439,0.27113,0.14929,0.19100,0.19329,0.28195,0.25000
0.08,constraint_classifier,combined_abort_stress,5,8,0.75000,0.62500,0.62500,0.50000,0.00000,0.23818,5.11708,-0.00784,0.40816,0.25798,0.15440,0.16750,0.15047,0.26610,0.25000
0.08,constraint_classifier,combined_abort_stress,6,8,0.75000,0.62500,0.50000,0.62500,0.00000,0.21575,5.45010,-0.00304,0.38967,0.24282,0.15938,0.17637,0.15769,0.26523,0.25000
0.08,constraint_classifier,combined_abort_stress,7,8,0.87500,0.50000,0.37500,0.50000,0.00000,0.26688,4.45939,-0.00148,0.38518,0.24149,0.15356,0.16821,0.15694,0.25102,0.12500
0.08,kernel_trace_constraint_classifier,combined_abort_stress,0,8,0.62500,0.87500,0.62500,0.50000,0.25000,0.13553,6.58423,-0.00661,0.28276,0.16581,0.24200,0.25167,0.34875,0.34485,0.37500
0.08,kernel_trace_constraint_classifier,combined_abort_stress,1,8,0.75000,0.87500,0.62500,0.62500,0.00000,0.15865,7.21267,-0.00921,0.31178,0.18588,0.22803,0.23646,0.13479,0.34383,0.25000
0.08,kernel_trace_constraint_classifier,combined_abort_stress,2,8,0.75000,0.37500,0.25000,0.25000,0.25000,0.23522,4.66944,0.00951,0.33516,0.20297,0.21021,0.22458,0.33909,0.33211,0.25000
0.08,kernel_trace_constraint_classifier,combined_abort_stress,3,8,0.87500,0.50000,0.50000,0.50000,0.00000,0.23937,5.25291,0.00072,0.32522,0.19459,0.21903,0.23004,0.13117,0.34281,0.12500
0.08,kernel_trace_constraint_classifier,combined_abort_stress,4,8,1.00000,0.37500,0.37500,0.37500,0.00000,0.25009,5.27432,0.00539,0.34505,0.20967,0.20129,0.22065,0.12480,0.33406,0.00000
0.08,kernel_trace_constraint_classifier,combined_abort_stress,5,8,0.75000,0.25000,0.25000,0.25000,0.25000,0.28140,4.22886,0.00751,0.33463,0.20136,0.20778,0.21268,0.34122,0.31992,0.25000
0.08,kernel_trace_constraint_classifier,combined_abort_stress,6,8,0.75000,0.75000,0.62500,0.75000,0.25000,0.21264,5.01413,-0.00832,0.31508,0.18736,0.21849,0.22646,0.34125,0.32656,0.25000
0.08,kernel_trace_constraint_classifier,combined_abort_stress,7,8,1.00000,0.50000,0.37500,0.37500,0.00000,0.26239,5.19004,0.00797,0.32268,0.19339,0.20811,0.21604,0.12936,0.31977,0.00000
0.08,oracle_constraints,combined_abort_stress,0,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.27190,4.89872,0.01892,1.00000,1.00000,0.02174,0.07207,0.02879,0.13844,0.25000
0.08,oracle_constraints,combined_abort_stress,1,8,0.87500,0.25000,0.12500,0.25000,0.00000,0.31282,3.59285,0.01822,1.00000,1.00000,0.02141,0.07139,0.02530,0.13461,0.12500
0.08,oracle_constraints,combined_abort_stress,2,8,0.50000,0.75000,0.75000,0.75000,0.00000,0.16936,5.99614,0.03274,1.00000,1.00000,0.02049,0.06893,0.02117,0.13266,0.50000
0.08,oracle_constraints,combined_abort_stress,3,8,0.75000,0.50000,0.25000,0.37500,0.00000,0.26275,4.26393,0.02446,1.00000,1.00000,0.02051,0.06824,0.01839,0.13258,0.25000
0.08,oracle_constraints,combined_abort_stress,4,8,0.87500,0.25000,0.25000,0.25000,0.00000,0.31705,3.36952,0.02262,1.00000,1.00000,0.01901,0.06358,0.01797,0.12242,0.12500
0.08,oracle_constraints,combined_abort_stress,5,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.29002,4.34515,0.03108,1.00000,1.00000,0.02074,0.06869,0.02492,0.13367,0.25000
0.08,oracle_constraints,combined_abort_stress,6,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.36551,2.72237,0.01903,1.00000,1.00000,0.02036,0.06800,0.02011,0.13156,0.00000
0.08,oracle_constraints,combined_abort_stress,7,8,0.87500,0.37500,0.25000,0.25000,0.00000,0.30063,3.53546,0.01822,1.00000,1.00000,0.02037,0.06789,0.02520,0.12914,0.12500
0.08,particle_constraint_belief,combined_abort_stress,0,8,0.75000,0.87500,0.62500,0.87500,0.00000,0.14771,6.49653,-0.00880,0.37034,0.22913,0.15250,0.15986,0.16503,0.23547,0.25000
0.08,particle_constraint_belief,combined_abort_stress,1,8,1.00000,0.25000,0.00000,0.25000,0.00000,0.30144,3.06121,0.01440,0.38432,0.23948,0.13168,0.12129,0.08366,0.19469,0.00000
0.08,particle_constraint_belief,combined_abort_stress,2,8,0.87500,0.12500,0.12500,0.12500,0.00000,0.29717,4.27836,0.01882,0.40711,0.25836,0.13536,0.14968,0.11524,0.23094,0.12500
0.08,particle_constraint_belief,combined_abort_stress,3,8,0.87500,0.50000,0.37500,0.50000,0.00000,0.24112,4.79069,0.00591,0.39547,0.24779,0.14042,0.15315,0.13462,0.24383,0.12500
0.08,particle_constraint_belief,combined_abort_stress,4,8,0.87500,0.37500,0.37500,0.37500,0.00000,0.24542,4.95838,0.00961,0.41451,0.26376,0.12795,0.14064,0.10157,0.22492,0.12500
0.08,particle_constraint_belief,combined_abort_stress,5,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.32945,3.48604,0.00938,0.40432,0.25471,0.13363,0.13318,0.13387,0.21352,0.00000
0.08,particle_constraint_belief,combined_abort_stress,6,8,0.87500,0.50000,0.37500,0.25000,0.00000,0.26939,4.05103,0.00684,0.39016,0.24358,0.13731,0.14371,0.12443,0.21586,0.12500
0.08,particle_constraint_belief,combined_abort_stress,7,8,1.00000,0.50000,0.37500,0.50000,0.00000,0.25627,4.84069,0.00463,0.37576,0.23329,0.13663,0.14024,0.11964,0.21414,0.00000
0.08,risk_filter_uncertainty,combined_abort_stress,0,8,0.50000,0.87500,0.87500,0.87500,0.00000,0.12629,7.07066,-0.01975,0.38614,0.24061,0.12407,0.10242,0.20756,0.15750,0.50000
0.08,risk_filter_uncertainty,combined_abort_stress,1,8,0.62500,0.87500,0.75000,0.75000,0.00000,0.15888,5.93337,-0.01347,0.40064,0.25254,0.11586,0.10503,0.16857,0.15227,0.37500
0.08,risk_filter_uncertainty,combined_abort_stress,2,8,0.50000,0.87500,0.75000,0.87500,0.00000,0.14687,6.22258,-0.01255,0.44718,0.29237,0.11254,0.11192,0.18813,0.17172,0.50000
0.08,risk_filter_uncertainty,combined_abort_stress,3,8,0.50000,0.87500,0.87500,0.87500,0.00000,0.13318,6.10204,-0.01369,0.44678,0.28987,0.11336,0.11239,0.19225,0.17750,0.50000
0.08,risk_filter_uncertainty,combined_abort_stress,4,8,0.50000,0.87500,0.87500,0.87500,0.00000,0.13943,6.31998,-0.01342,0.44319,0.28745,0.10778,0.11515,0.18797,0.17094,0.50000
0.08,risk_filter_uncertainty,combined_abort_stress,5,8,0.37500,0.75000,0.75000,0.75000,0.00000,0.16390,5.83696,-0.01338,0.41932,0.26620,0.11549,0.10262,0.20435,0.15985,0.62500
0.08,risk_filter_uncertainty,combined_abort_stress,6,8,0.62500,0.75000,0.75000,0.75000,0.00000,0.19367,5.38894,-0.00584,0.41059,0.26048,0.11506,0.10201,0.16469,0.15187,0.37500
0.08,risk_filter_uncertainty,combined_abort_stress,7,8,0.75000,0.75000,0.50000,0.62500,0.00000,0.21870,4.47258,-0.00393,0.38828,0.24156,0.11247,0.09761,0.15448,0.14125,0.25000
0.08,robust_barrier_mpc,combined_abort_stress,0,8,0.75000,0.62500,0.37500,0.50000,0.00000,0.17386,6.06809,-0.00426,0.36789,0.22612,0.15213,0.15546,0.11667,0.24203,0.25000
0.08,robust_barrier_mpc,combined_abort_stress,1,8,1.00000,0.37500,0.00000,0.12500,0.00000,0.28062,3.35911,0.00843,0.37223,0.23070,0.14303,0.13996,0.09039,0.22664,0.00000
0.08,robust_barrier_mpc,combined_abort_stress,2,8,0.87500,0.12500,0.12500,0.12500,0.00000,0.28367,4.21180,0.02035,0.39935,0.25159,0.14237,0.15519,0.14487,0.26157,0.12500
0.08,robust_barrier_mpc,combined_abort_stress,3,8,0.87500,0.37500,0.25000,0.37500,0.00000,0.25276,4.61539,0.00755,0.40067,0.25142,0.13899,0.14650,0.11325,0.25789,0.12500
0.08,robust_barrier_mpc,combined_abort_stress,4,8,0.87500,0.25000,0.25000,0.25000,0.00000,0.25131,4.11346,0.01088,0.42192,0.27032,0.12994,0.14213,0.10771,0.24492,0.12500
0.08,robust_barrier_mpc,combined_abort_stress,5,8,1.00000,0.37500,0.12500,0.37500,0.00000,0.29264,4.06649,0.00836,0.39000,0.24373,0.14279,0.14588,0.11739,0.24359,0.00000
0.08,robust_barrier_mpc,combined_abort_stress,6,8,1.00000,0.62500,0.50000,0.62500,0.00000,0.25046,4.76103,-0.00255,0.41270,0.26195,0.13981,0.15310,0.13583,0.24703,0.00000
0.08,robust_barrier_mpc,combined_abort_stress,7,8,1.00000,0.50000,0.37500,0.37500,0.00000,0.26942,4.07605,0.00876,0.37338,0.23087,0.14375,0.15063,0.12806,0.23219,0.00000
0.12,abort_constraint_discovery_v5,combined_abort_stress,0,8,0.25000,0.25000,0.25000,0.25000,0.75000,0.13235,1.56096,0.50411,0.45756,0.29820,0.15584,0.19420,0.78185,0.26898,0.75000
0.12,abort_constraint_discovery_v5,combined_abort_stress,1,8,0.50000,0.25000,0.12500,0.25000,0.37500,0.14014,2.67469,0.37870,0.46588,0.30466,0.16137,0.19365,0.48275,0.28141,0.50000
0.12,abort_constraint_discovery_v5,combined_abort_stress,2,8,1.00000,0.25000,0.12500,0.25000,0.00000,0.26031,3.99529,0.02318,0.43542,0.27996,0.15462,0.17803,0.07687,0.25375,0.00000
0.12,abort_constraint_discovery_v5,combined_abort_stress,3,8,0.75000,0.25000,0.00000,0.12500,0.25000,0.24337,2.68831,0.13906,0.40837,0.25813,0.17577,0.19979,0.33326,0.27242,0.25000
0.12,abort_constraint_discovery_v5,combined_abort_stress,4,8,0.62500,0.25000,0.25000,0.25000,0.37500,0.17960,2.84622,0.25622,0.45604,0.29897,0.15204,0.17074,0.42838,0.24555,0.37500
0.12,abort_constraint_discovery_v5,combined_abort_stress,5,8,0.37500,0.37500,0.25000,0.37500,0.62500,0.11681,2.84853,0.38152,0.46849,0.30747,0.16000,0.19117,0.69244,0.26516,0.62500
0.12,abort_constraint_discovery_v5,combined_abort_stress,6,8,0.37500,0.37500,0.25000,0.37500,0.62500,0.20818,1.85660,0.25503,0.40583,0.25670,0.17262,0.19616,0.68153,0.25820,0.62500
0.12,abort_constraint_discovery_v5,combined_abort_stress,7,8,0.50000,0.00000,0.00000,0.00000,0.50000,0.12385,1.80210,0.50556,0.45318,0.29639,0.16718,0.20318,0.55026,0.27727,0.50000
0.12,conformal_abort_risk_filter,combined_abort_stress,0,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.27814,4.17361,0.00908,0.40402,0.25419,0.10915,0.10268,0.15446,0.14406,0.25000
0.12,conformal_abort_risk_filter,combined_abort_stress,1,8,0.75000,0.25000,0.25000,0.25000,0.00000,0.31249,3.34938,0.00928,0.42375,0.26950,0.11133,0.09334,0.14711,0.14352,0.25000
0.12,conformal_abort_risk_filter,combined_abort_stress,2,8,0.87500,0.62500,0.37500,0.62500,0.00000,0.25761,4.76844,-0.00390,0.38315,0.23992,0.11809,0.11472,0.13035,0.14906,0.12500
0.12,conformal_abort_risk_filter,combined_abort_stress,3,8,1.00000,0.12500,0.00000,0.12500,0.00000,0.37157,2.47942,0.01833,0.37475,0.23366,0.11666,0.08765,0.10691,0.12766,0.00000
0.12,conformal_abort_risk_filter,combined_abort_stress,4,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.29996,3.92345,0.00355,0.38076,0.23985,0.11586,0.08593,0.14794,0.13242,0.25000
0.12,conformal_abort_risk_filter,combined_abort_stress,5,8,0.75000,0.50000,0.37500,0.50000,0.00000,0.27492,3.67977,0.00105,0.44670,0.28964,0.10821,0.08993,0.15373,0.14430,0.25000
0.12,conformal_abort_risk_filter,combined_abort_stress,6,8,0.75000,0.25000,0.25000,0.25000,0.00000,0.30669,3.36854,0.00954,0.34013,0.20829,0.12728,0.12069,0.14757,0.13641,0.25000
0.12,conformal_abort_risk_filter,combined_abort_stress,7,8,0.75000,0.37500,0.25000,0.37500,0.00000,0.26974,3.80442,0.00544,0.42696,0.27520,0.11443,0.09594,0.14396,0.14445,0.25000
0.12,constraint_classifier,combined_abort_stress,0,8,0.87500,0.50000,0.37500,0.50000,0.00000,0.27999,4.78226,0.00951,0.38350,0.23845,0.15521,0.18741,0.19489,0.27289,0.12500
0.12,constraint_classifier,combined_abort_stress,1,8,0.87500,0.50000,0.37500,0.37500,0.00000,0.27224,4.46318,0.00223,0.41496,0.26232,0.15081,0.16687,0.19385,0.26969,0.12500
0.12,constraint_classifier,combined_abort_stress,2,8,0.87500,0.50000,0.12500,0.37500,0.00000,0.28800,3.74407,0.00171,0.35887,0.21968,0.16111,0.18265,0.15491,0.25813,0.12500
0.12,constraint_classifier,combined_abort_stress,3,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.35225,2.71457,0.01919,0.38888,0.24345,0.15280,0.15529,0.14410,0.24258,0.00000
0.12,constraint_classifier,combined_abort_stress,4,8,0.62500,0.62500,0.37500,0.50000,0.00000,0.25633,3.92258,-0.00296,0.39080,0.24517,0.15062,0.15534,0.23310,0.24688,0.37500
0.12,constraint_classifier,combined_abort_stress,5,8,0.62500,0.50000,0.37500,0.50000,0.00000,0.26588,4.35949,0.00728,0.41967,0.26709,0.15143,0.17221,0.21715,0.25969,0.37500
0.12,constraint_classifier,combined_abort_stress,6,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.26891,3.96761,0.00540,0.33280,0.20204,0.17011,0.18664,0.22227,0.25336,0.25000
0.12,constraint_classifier,combined_abort_stress,7,8,0.75000,0.50000,0.37500,0.37500,0.00000,0.24762,4.66784,-0.00010,0.39610,0.24947,0.15911,0.17961,0.18975,0.27336,0.25000
0.12,kernel_trace_constraint_classifier,combined_abort_stress,0,8,1.00000,0.25000,0.12500,0.25000,0.00000,0.29987,3.39294,0.01603,0.31842,0.19033,0.20048,0.21665,0.12652,0.31367,0.00000
0.12,kernel_trace_constraint_classifier,combined_abort_stress,1,8,1.00000,0.37500,0.00000,0.25000,0.00000,0.29680,3.37342,0.00951,0.33729,0.20338,0.20173,0.21000,0.12928,0.31367,0.00000
0.12,kernel_trace_constraint_classifier,combined_abort_stress,2,8,0.62500,0.62500,0.62500,0.62500,0.25000,0.18012,6.00035,-0.00389,0.28178,0.16437,0.23958,0.26239,0.33190,0.35953,0.37500
0.12,kernel_trace_constraint_classifier,combined_abort_stress,3,8,1.00000,0.37500,0.12500,0.25000,0.00000,0.29347,4.56059,0.00746,0.31772,0.19054,0.21426,0.21862,0.12106,0.31508,0.00000
0.12,kernel_trace_constraint_classifier,combined_abort_stress,4,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.34840,3.04500,0.01366,0.30584,0.18144,0.20163,0.19388,0.13745,0.28797,0.00000
0.12,kernel_trace_constraint_classifier,combined_abort_stress,5,8,0.62500,0.50000,0.37500,0.37500,0.37500,0.22466,5.20628,0.00674,0.32776,0.19630,0.21966,0.22532,0.46078,0.34039,0.37500
0.12,kernel_trace_constraint_classifier,combined_abort_stress,6,8,1.00000,0.25000,0.25000,0.25000,0.00000,0.30007,3.82637,0.01404,0.26692,0.15487,0.22097,0.23139,0.13591,0.30203,0.00000
0.12,kernel_trace_constraint_classifier,combined_abort_stress,7,8,0.50000,0.75000,0.62500,0.75000,0.12500,0.14174,7.66647,-0.00671,0.32381,0.19441,0.24450,0.26332,0.27527,0.39101,0.50000
0.12,oracle_constraints,combined_abort_stress,0,8,1.00000,0.62500,0.37500,0.62500,0.00000,0.27259,4.15401,0.01745,1.00000,1.00000,0.01920,0.06432,0.01820,0.12187,0.00000
0.12,oracle_constraints,combined_abort_stress,1,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.26876,4.80462,0.01786,1.00000,1.00000,0.02024,0.06770,0.01813,0.13039,0.25000
0.12,oracle_constraints,combined_abort_stress,2,8,1.00000,0.37500,0.25000,0.37500,0.00000,0.31903,3.39061,0.02158,1.00000,1.00000,0.02000,0.06725,0.01592,0.12781,0.00000
0.12,oracle_constraints,combined_abort_stress,3,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.39167,2.34437,0.01906,1.00000,1.00000,0.02180,0.07244,0.02556,0.13656,0.00000
0.12,oracle_constraints,combined_abort_stress,4,8,1.00000,0.00000,0.00000,0.00000,0.00000,0.39833,2.15651,0.02287,1.00000,1.00000,0.02134,0.07080,0.02185,0.13609,0.00000
0.12,oracle_constraints,combined_abort_stress,5,8,1.00000,0.12500,0.00000,0.12500,0.00000,0.37557,2.44637,0.01910,1.00000,1.00000,0.02087,0.06942,0.02271,0.13258,0.00000
0.12,oracle_constraints,combined_abort_stress,6,8,0.75000,0.50000,0.37500,0.50000,0.00000,0.27194,4.71524,0.02746,1.00000,1.00000,0.02112,0.07008,0.01987,0.13320,0.25000
0.12,oracle_constraints,combined_abort_stress,7,8,0.75000,0.50000,0.37500,0.50000,0.00000,0.27754,4.09239,0.02799,1.00000,1.00000,0.02087,0.06899,0.01565,0.13414,0.25000
0.12,particle_constraint_belief,combined_abort_stress,0,8,0.87500,0.25000,0.25000,0.25000,0.00000,0.28883,3.50084,0.01184,0.38269,0.23823,0.13283,0.14558,0.13039,0.21664,0.12500
0.12,particle_constraint_belief,combined_abort_stress,1,8,1.00000,0.37500,0.25000,0.25000,0.00000,0.29228,3.94878,0.00581,0.42512,0.27086,0.13165,0.13995,0.11998,0.21680,0.00000
0.12,particle_constraint_belief,combined_abort_stress,2,8,0.75000,0.50000,0.50000,0.50000,0.00000,0.24085,5.50261,-0.00069,0.34531,0.21044,0.15249,0.17475,0.15678,0.23750,0.25000
0.12,particle_constraint_belief,combined_abort_stress,3,8,0.87500,0.25000,0.12500,0.25000,0.00000,0.32837,3.26181,0.01043,0.38346,0.24030,0.13888,0.13567,0.13239,0.21180,0.12500
0.12,particle_constraint_belief,combined_abort_stress,4,8,0.87500,0.25000,0.12500,0.25000,0.00000,0.30444,3.43260,0.01013,0.37908,0.23557,0.13568,0.12724,0.14382,0.20633,0.12500
0.12,particle_constraint_belief,combined_abort_stress,5,8,0.75000,0.37500,0.37500,0.37500,0.00000,0.28014,4.68636,0.00910,0.41839,0.26694,0.13514,0.14537,0.17491,0.22110,0.25000
0.12,particle_constraint_belief,combined_abort_stress,6,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.33236,2.99082,0.01698,0.33056,0.19999,0.14718,0.15001,0.10952,0.19812,0.00000
0.12,particle_constraint_belief,combined_abort_stress,7,8,0.87500,0.25000,0.12500,0.12500,0.00000,0.27908,3.78228,0.01067,0.40876,0.25861,0.13430,0.13945,0.12139,0.22203,0.12500
0.12,risk_filter_uncertainty,combined_abort_stress,0,8,0.75000,0.87500,0.75000,0.87500,0.00000,0.19464,5.29160,-0.01203,0.40625,0.25591,0.10891,0.10388,0.19276,0.15203,0.25000
0.12,risk_filter_uncertainty,combined_abort_stress,1,8,0.62500,0.62500,0.50000,0.50000,0.00000,0.23520,4.47947,-0.00518,0.43689,0.28016,0.10867,0.09465,0.18042,0.15070,0.37500
0.12,risk_filter_uncertainty,combined_abort_stress,2,8,0.62500,0.87500,0.62500,0.87500,0.00000,0.19705,5.13065,-0.01261,0.39225,0.24658,0.11723,0.11036,0.18161,0.15367,0.37500
0.12,risk_filter_uncertainty,combined_abort_stress,3,8,0.62500,0.75000,0.62500,0.75000,0.00000,0.21877,5.39213,-0.00297,0.40933,0.25882,0.11385,0.09834,0.18043,0.15391,0.37500
0.12,risk_filter_uncertainty,combined_abort_stress,4,8,0.75000,0.62500,0.50000,0.62500,0.00000,0.26966,4.01798,-0.00571,0.35500,0.21832,0.11856,0.09114,0.15691,0.13648,0.25000
0.12,risk_filter_uncertainty,combined_abort_stress,5,8,0.75000,0.75000,0.50000,0.75000,0.00000,0.22784,4.54809,-0.01031,0.44536,0.28831,0.10913,0.09640,0.16814,0.14961,0.25000
0.12,risk_filter_uncertainty,combined_abort_stress,6,8,0.87500,0.87500,0.87500,0.75000,0.00000,0.19656,5.54198,-0.00985,0.38664,0.24239,0.12344,0.11956,0.17618,0.15727,0.12500
0.12,risk_filter_uncertainty,combined_abort_stress,7,8,0.37500,0.62500,0.62500,0.62500,0.00000,0.19128,5.64185,-0.00660,0.43264,0.27930,0.11130,0.09723,0.18476,0.16062,0.62500
0.12,robust_barrier_mpc,combined_abort_stress,0,8,1.00000,0.37500,0.25000,0.37500,0.00000,0.29697,3.53121,0.01151,0.38912,0.24311,0.13590,0.15077,0.12584,0.24695,0.00000
0.12,robust_barrier_mpc,combined_abort_stress,1,8,0.87500,0.37500,0.25000,0.37500,0.00000,0.28306,3.84692,0.00313,0.42895,0.27380,0.13395,0.14353,0.14650,0.24016,0.12500
0.12,robust_barrier_mpc,combined_abort_stress,2,8,0.87500,0.50000,0.37500,0.37500,0.00000,0.24849,4.24908,0.00440,0.36027,0.22105,0.15177,0.17075,0.14236,0.24937,0.12500
0.12,robust_barrier_mpc,combined_abort_stress,3,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.33854,2.80833,0.01696,0.37960,0.23724,0.14494,0.14820,0.12421,0.23461,0.00000
0.12,robust_barrier_mpc,combined_abort_stress,4,8,0.87500,0.25000,0.25000,0.25000,0.00000,0.29679,3.72148,0.00763,0.39117,0.24466,0.13916,0.13639,0.14073,0.23250,0.12500
0.12,robust_barrier_mpc,combined_abort_stress,5,8,1.00000,0.12500,0.12500,0.12500,0.00000,0.33960,3.22879,0.01569,0.43332,0.27841,0.13156,0.13401,0.14070,0.22625,0.00000
0.12,robust_barrier_mpc,combined_abort_stress,6,8,1.00000,0.12500,0.00000,0.12500,0.00000,0.33439,2.69527,0.01805,0.33244,0.20104,0.15509,0.16316,0.11981,0.22672,0.00000
0.12,robust_barrier_mpc,combined_abort_stress,7,8,0.87500,0.12500,0.12500,0.12500,0.00000,0.29236,3.25981,0.00844,0.40349,0.25470,0.13871,0.14045,0.11367,0.23758,0.12500
0.18,abort_constraint_discovery_v5,combined_abort_stress,0,8,0.50000,0.50000,0.37500,0.50000,0.50000,0.21166,4.20974,0.00276,0.45049,0.29158,0.16385,0.20823,0.58884,0.29437,0.50000
0.18,abort_constraint_discovery_v5,combined_abort_stress,1,8,0.50000,0.12500,0.00000,0.12500,0.50000,0.19142,1.60769,0.38162,0.43387,0.27769,0.15715,0.16998,0.53573,0.23938,0.50000
0.18,abort_constraint_discovery_v5,combined_abort_stress,2,8,0.37500,0.12500,0.12500,0.12500,0.62500,0.14039,2.00932,0.50893,0.42258,0.26989,0.16347,0.18472,0.65187,0.26094,0.62500
0.18,abort_constraint_discovery_v5,combined_abort_stress,3,8,0.25000,0.50000,0.25000,0.50000,0.75000,0.08170,4.29295,0.37156,0.40945,0.25836,0.17469,0.18830,0.77445,0.26687,0.75000
