seed,scenario,layout_id,split,evidence_id,aborted,success,reason,trace_points,path_length,force_proxy,violation,start_x,start_y,goal_x,goal_y,abort_x,abort_y,direction_x,direction_y
0,5,nominal_known_constraints_0_5_0,nominal_known_constraints,probe_04,0,1,none,64,0.92683,0.00000,0,0.16000,0.33000,0.86000,0.63089,0.85571,0.62053,0.95272,0.30386
0,6,nominal_known_constraints_0_6_0,nominal_known_constraints,probe_00,1,0,visible_collision,14,0.19104,1.00000,1,0.08165,0.22529,0.91196,0.29981,0.25419,0.24037,0.67906,0.73408
0,6,nominal_known_constraints_0_6_0,nominal_known_constraints,probe_01,0,1,none,69,0.97418,0.00000,0,0.07000,0.79714,0.93000,0.86143,0.94124,0.85009,0.63957,0.76873
0,6,nominal_known_constraints_0_6_0,nominal_known_constraints,probe_02,0,1,none,62,0.85004,0.00000,0,0.12000,0.14000,0.88000,0.16000,0.88964,0.17311,0.99347,0.11413
0,6,nominal_known_constraints_0_6_0,nominal_known_constraints,probe_03,0,1,none,83,1.13607,0.00000,0,0.10000,0.86000,0.91000,0.33000,0.90696,0.32878,0.99995,0.01003
0,6,nominal_known_constraints_0_6_0,nominal_known_constraints,probe_04,0,1,none,55,0.77409,0.00000,0,0.16000,0.50000,0.86000,0.46689,0.85361,0.46162,0.99247,0.12245
0,7,nominal_known_constraints_0_7_0,nominal_known_constraints,probe_00,0,1,none,69,0.93763,0.00000,0,0.07965,0.18000,0.91544,0.33816,0.91304,0.32965,0.99987,0.01612
0,7,nominal_known_constraints_0_7_0,nominal_known_constraints,probe_01,0,1,none,69,0.97059,0.00000,0,0.07000,0.69984,0.93000,0.65508,0.93404,0.64573,0.84874,-0.52882
0,7,nominal_known_constraints_0_7_0,nominal_known_constraints,probe_02,0,1,none,73,0.99251,0.00000,0,0.12000,0.14000,0.88000,0.50000,0.88371,0.52225,0.66298,0.74864
0,7,nominal_known_constraints_0_7_0,nominal_known_constraints,probe_03,0,1,none,83,1.13606,0.00000,0,0.10000,0.86000,0.91000,0.33000,0.90922,0.32923,0.98305,-0.18335
0,7,nominal_known_constraints_0_7_0,nominal_known_constraints,probe_04,0,1,none,76,1.01063,0.00000,0,0.16000,0.84000,0.86000,0.23140,0.85350,0.22451,0.94312,-0.33244
0,8,nominal_known_constraints_0_8_0,nominal_known_constraints,probe_00,0,1,none,71,1.02475,0.00000,0,0.07547,0.59570,0.92110,0.49000,0.93774,0.49448,0.95235,-0.30500
0,8,nominal_known_constraints_0_8_0,nominal_known_constraints,probe_01,0,1,none,69,0.98939,0.00000,0,0.07000,0.46774,0.93000,0.51613,0.93100,0.51497,0.71700,0.69707
0,8,nominal_known_constraints_0_8_0,nominal_known_constraints,probe_02,0,1,none,60,0.85041,0.00000,0,0.12000,0.14000,0.88000,0.16000,0.88985,0.17218,0.61060,0.79194
0,8,nominal_known_constraints_0_8_0,nominal_known_constraints,probe_03,0,1,none,64,0.91430,0.00000,0,0.10000,0.86000,0.91000,0.84000,0.90366,0.83487,0.95756,0.28824
0,8,nominal_known_constraints_0_8_0,nominal_known_constraints,probe_04,0,1,none,65,0.89333,0.00000,0,0.16000,0.67000,0.86000,0.36767,0.85097,0.35160,0.92642,0.37650
0,1000,hidden_wall_abort_0_1000_0,hidden_wall_abort,probe_00,1,0,fixture_snag,32,0.52984,1.11366,0,0.08134,0.82000,0.91478,0.80023,0.50549,0.82915,0.70100,-0.71316
0,1000,hidden_wall_abort_0_1000_0,hidden_wall_abort,probe_01,1,0,fixture_snag,37,0.58132,1.08137,0,0.07000,0.74412,0.93000,0.74223,0.50366,0.66790,0.99704,0.07687
0,1000,hidden_wall_abort_0_1000_0,hidden_wall_abort,probe_02,1,0,collision_margin,39,0.60330,1.00122,0,0.12000,0.14000,0.88000,0.54857,0.50743,0.37098,0.57610,0.81738
0,1000,hidden_wall_abort_0_1000_0,hidden_wall_abort,probe_03,1,0,fixture_snag,41,0.57236,1.35406,1,0.10000,0.86000,0.91000,0.45143,0.51160,0.63898,0.79014,0.61292
0,1000,hidden_wall_abort_0_1000_0,hidden_wall_abort,probe_04,1,0,collision_margin,43,0.62319,1.07582,0,0.16000,0.84000,0.86000,0.12532,0.54913,0.46189,0.81300,-0.58227
0,1000,hidden_wall_abort_0_1000_0,hidden_wall_abort,probe_05,1,0,collision_margin,36,0.55209,1.01795,0,0.07000,0.24832,0.93000,0.26155,0.50564,0.22514,0.84602,-0.53315
0,1000,hidden_wall_abort_0_1000_0,hidden_wall_abort,probe_06,1,0,visible_collision,20,0.31255,1.00000,1,0.12000,0.14000,0.88000,0.64571,0.31208,0.25557,0.90245,0.43080
0,1000,hidden_wall_abort_0_1000_0,hidden_wall_abort,probe_07,0,1,none,82,1.28891,0.00000,0,0.10000,0.86000,0.91000,0.35429,0.91333,0.35307,0.99364,-0.11261
0,1001,hidden_wall_abort_0_1001_0,hidden_wall_abort,probe_00,1,0,fixture_snag,38,0.61280,1.83964,1,0.07389,0.82000,0.91990,0.84000,0.56225,0.84162,0.99884,-0.04824
0,1001,hidden_wall_abort_0_1001_0,hidden_wall_abort,probe_01,1,0,fixture_snag,37,0.61143,1.38915,1,0.07000,0.81169,0.93000,0.85416,0.54342,0.81402,0.98800,-0.15445
0,1001,hidden_wall_abort_0_1001_0,hidden_wall_abort,probe_02,1,0,collision_margin,37,0.57408,1.24126,1,0.12000,0.14000,0.88000,0.35429,0.53957,0.23230,0.99970,0.02454
0,1001,hidden_wall_abort_0_1001_0,hidden_wall_abort,probe_03,1,0,fixture_snag,35,0.53255,1.27236,1,0.10000,0.86000,0.91000,0.74286,0.54113,0.86119,0.97998,0.19911
0,1001,hidden_wall_abort_0_1001_0,hidden_wall_abort,probe_04,1,0,fixture_snag,28,0.46697,1.33458,1,0.16000,0.54857,0.86000,0.50829,0.53491,0.53732,0.69060,0.72323
0,1001,hidden_wall_abort_0_1001_0,hidden_wall_abort,probe_05,0,1,none,67,1.05490,0.00000,0,0.07000,0.45142,0.93000,0.45143,0.93662,0.45316,0.89580,0.44446
0,1001,hidden_wall_abort_0_1001_0,hidden_wall_abort,probe_06,1,0,fixture_snag,45,0.71851,1.00318,0,0.12000,0.14000,0.88000,0.64571,0.52392,0.49079,0.84559,-0.53383
0,1001,hidden_wall_abort_0_1001_0,hidden_wall_abort,probe_07,0,1,none,86,1.38771,0.00000,0,0.10000,0.86000,0.91000,0.25714,0.90717,0.25172,0.97306,-0.23055
0,1002,hidden_wall_abort_0_1002_0,hidden_wall_abort,probe_00,1,0,fixture_snag,36,0.59568,1.37238,1,0.07419,0.72219,0.91660,0.84000,0.49122,0.79856,0.67994,0.73326
0,1002,hidden_wall_abort_0_1002_0,hidden_wall_abort,probe_01,1,0,collision_margin,30,0.44859,1.20529,1,0.07000,0.18297,0.93000,0.14851,0.45486,0.18011,0.25150,-0.96786
0,1002,hidden_wall_abort_0_1002_0,hidden_wall_abort,probe_02,1,0,collision_margin,31,0.47156,1.17959,1,0.12000,0.14000,0.88000,0.54857,0.44926,0.30633,0.97500,0.22221
0,1002,hidden_wall_abort_0_1002_0,hidden_wall_abort,probe_03,1,0,collision_margin,38,0.59225,0.97137,0,0.10000,0.86000,0.91000,0.35429,0.43316,0.56426,0.83619,-0.54844
0,1002,hidden_wall_abort_0_1002_0,hidden_wall_abort,probe_04,1,0,collision_margin,31,0.46312,1.21254,1,0.16000,0.84000,0.86000,0.12000,0.44018,0.57009,0.27039,-0.96275
0,1002,hidden_wall_abort_0_1002_0,hidden_wall_abort,probe_05,0,1,none,68,1.11839,0.00000,0,0.07000,0.66145,0.93000,0.63785,0.94909,0.64621,0.85183,0.52382
0,1002,hidden_wall_abort_0_1002_0,hidden_wall_abort,probe_06,1,0,collision_margin,28,0.48022,1.18963,1,0.12000,0.14000,0.88000,0.25714,0.45362,0.20017,0.98873,-0.14973
0,1002,hidden_wall_abort_0_1002_0,hidden_wall_abort,probe_07,1,0,fixture_snag,30,0.46795,1.24451,1,0.10000,0.86000,0.91000,0.74286,0.47672,0.84718,0.82615,0.56345
0,1003,hidden_wall_abort_0_1003_0,hidden_wall_abort,probe_00,1,0,collision_margin,33,0.55901,1.60387,1,0.07008,0.35529,0.90890,0.34893,0.49160,0.35091,0.94078,0.33901
0,1003,hidden_wall_abort_0_1003_0,hidden_wall_abort,probe_01,1,0,fixture_snag,32,0.51617,1.31419,1,0.07000,0.64207,0.93000,0.64754,0.47551,0.64279,0.93743,-0.34818
0,1003,hidden_wall_abort_0_1003_0,hidden_wall_abort,probe_02,1,0,collision_margin,29,0.47788,1.07530,0,0.12000,0.14000,0.88000,0.16000,0.45854,0.11933,0.77846,0.62769
0,1003,hidden_wall_abort_0_1003_0,hidden_wall_abort,probe_03,1,0,fixture_snag,33,0.55634,1.05399,0,0.10000,0.86000,0.91000,0.54857,0.46323,0.74869,0.82471,-0.56556
0,1003,hidden_wall_abort_0_1003_0,hidden_wall_abort,probe_04,1,0,collision_margin,36,0.49780,1.30484,1,0.16000,0.74286,0.86000,0.27362,0.48904,0.43763,0.62056,-0.78416
0,1003,hidden_wall_abort_0_1003_0,hidden_wall_abort,probe_05,0,1,none,69,1.12048,0.00000,0,0.07000,0.49723,0.93000,0.42853,0.93337,0.42103,0.82605,-0.56359
0,1003,hidden_wall_abort_0_1003_0,hidden_wall_abort,probe_06,1,0,visible_collision,16,0.28010,1.00000,1,0.12000,0.14000,0.88000,0.25714,0.28782,0.21326,0.98704,0.16045
0,1003,hidden_wall_abort_0_1003_0,hidden_wall_abort,probe_07,0,1,none,82,1.30493,0.00000,0,0.10000,0.86000,0.91000,0.35429,0.90589,0.34382,0.98921,0.14648
0,1004,hidden_wall_abort_0_1004_0,hidden_wall_abort,probe_00,1,0,fixture_snag,41,0.69530,1.25093,1,0.06673,0.82000,0.92404,0.83885,0.58421,0.83635,0.94073,0.33915
0,1004,hidden_wall_abort_0_1004_0,hidden_wall_abort,probe_01,1,0,collision_margin,42,0.64273,1.34527,1,0.07000,0.62994,0.93000,0.65360,0.60468,0.62446,0.95469,-0.29759
0,1004,hidden_wall_abort_0_1004_0,hidden_wall_abort,probe_02,1,0,collision_margin,56,0.86271,0.97928,0,0.12000,0.14000,0.88000,0.84000,0.59424,0.63582,0.65673,0.75412
0,1004,hidden_wall_abort_0_1004_0,hidden_wall_abort,probe_03,1,0,fixture_snag,42,0.67664,1.49642,1,0.10000,0.86000,0.91000,0.74286,0.59821,0.78571,0.99751,0.07048
0,1004,hidden_wall_abort_0_1004_0,hidden_wall_abort,probe_04,1,0,collision_margin,48,0.70938,1.60143,1,0.16000,0.25714,0.86000,0.74330,0.61215,0.61994,0.98636,0.16461
0,1004,hidden_wall_abort_0_1004_0,hidden_wall_abort,probe_05,1,0,collision_margin,41,0.67114,1.20976,1,0.07000,0.48290,0.93000,0.43569,0.59359,0.47699,0.99986,-0.01679
0,1004,hidden_wall_abort_0_1004_0,hidden_wall_abort,probe_06,1,0,collision_margin,36,0.58461,1.08873,0,0.12000,0.14000,0.88000,0.16000,0.57454,0.15328,0.99942,-0.03396
0,1004,hidden_wall_abort_0_1004_0,hidden_wall_abort,probe_07,1,0,collision_margin,52,0.86048,1.14800,0,0.10000,0.86000,0.91000,0.35429,0.59302,0.50394,0.00872,-0.99996
0,1005,hidden_wall_abort_0_1005_0,hidden_wall_abort,probe_00,1,0,collision_margin,34,0.51163,1.32160,1,0.07305,0.39040,0.90946,0.33351,0.49860,0.38476,0.99282,-0.11965
0,1005,hidden_wall_abort_0_1005_0,hidden_wall_abort,probe_01,1,0,collision_margin,34,0.55135,1.43566,1,0.07000,0.17935,0.93000,0.15033,0.50438,0.16643,0.97751,-0.21089
0,1005,hidden_wall_abort_0_1005_0,hidden_wall_abort,probe_02,1,0,collision_margin,32,0.47217,1.28501,1,0.12000,0.14000,0.88000,0.35429,0.49960,0.19066,0.99536,0.09622
0,1005,hidden_wall_abort_0_1005_0,hidden_wall_abort,probe_03,1,0,collision_margin,39,0.61464,0.98589,0,0.10000,0.86000,0.91000,0.45143,0.49331,0.64910,0.48421,-0.87495
0,1005,hidden_wall_abort_0_1005_0,hidden_wall_abort,probe_04,1,0,collision_margin,37,0.56578,1.07689,0,0.16000,0.25714,0.86000,0.71204,0.48934,0.56326,0.76556,0.64336
0,1005,hidden_wall_abort_0_1005_0,hidden_wall_abort,probe_05,1,0,fixture_snag,34,0.57020,1.60474,1,0.07000,0.85574,0.93000,0.83213,0.50307,0.84459,0.74384,-0.66835
0,1005,hidden_wall_abort_0_1005_0,hidden_wall_abort,probe_06,1,0,collision_margin,38,0.58199,1.59706,1,0.12000,0.14000,0.88000,0.54857,0.50705,0.36763,0.73437,0.67875
0,1005,hidden_wall_abort_0_1005_0,hidden_wall_abort,probe_07,1,0,fixture_snag,32,0.48445,0.98475,0,0.10000,0.86000,0.91000,0.74286,0.48198,0.80960,0.86088,-0.50880
0,1006,hidden_wall_abort_0_1006_0,hidden_wall_abort,probe_00,1,0,visible_collision,11,0.16221,1.00000,1,0.08079,0.18000,0.92500,0.23193,0.23279,0.17794,0.99927,0.03808
0,1006,hidden_wall_abort_0_1006_0,hidden_wall_abort,probe_01,1,0,visible_collision,19,0.26458,1.00000,1,0.07000,0.18736,0.93000,0.14632,0.27742,0.15253,0.96305,0.26934
0,1006,hidden_wall_abort_0_1006_0,hidden_wall_abort,probe_02,1,0,fixture_snag,37,0.52764,1.32077,1,0.12000,0.14000,0.88000,0.84000,0.43758,0.46140,0.85486,0.51886
0,1006,hidden_wall_abort_0_1006_0,hidden_wall_abort,probe_03,1,0,fixture_snag,39,0.59029,0.96939,0,0.10000,0.86000,0.91000,0.25714,0.42699,0.52248,0.89963,0.43665
0,1006,hidden_wall_abort_0_1006_0,hidden_wall_abort,probe_04,1,0,fixture_snag,24,0.32601,1.53339,1,0.16000,0.45143,0.86000,0.60319,0.44376,0.50769,0.93145,0.36388
0,1006,hidden_wall_abort_0_1006_0,hidden_wall_abort,probe_05,1,0,fixture_snag,29,0.46872,1.12613,0,0.07000,0.60760,0.93000,0.66477,0.43139,0.61379,0.60522,-0.79606
0,1006,hidden_wall_abort_0_1006_0,hidden_wall_abort,probe_06,0,1,none,74,1.21557,0.00000,0,0.12000,0.14000,0.88000,0.54857,0.88032,0.53799,0.91863,-0.39512
0,1006,hidden_wall_abort_0_1006_0,hidden_wall_abort,probe_07,1,0,fixture_snag,37,0.54024,1.04568,0,0.10000,0.86000,0.91000,0.35429,0.42911,0.57500,0.23991,-0.97080
0,1007,hidden_wall_abort_0_1007_0,hidden_wall_abort,probe_00,1,0,visible_collision,50,0.77802,1.00000,1,0.07088,0.75446,0.91225,0.72158,0.70956,0.74088,0.97560,-0.21956
0,1007,hidden_wall_abort_0_1007_0,hidden_wall_abort,probe_01,1,0,collision_margin,29,0.48022,1.02950,0,0.07000,0.54967,0.93000,0.54802,0.44086,0.54435,0.83035,0.55725
0,1007,hidden_wall_abort_0_1007_0,hidden_wall_abort,probe_02,1,0,collision_margin,37,0.57737,1.12245,0,0.12000,0.14000,0.88000,0.64571,0.44888,0.44426,0.24007,0.97076
0,1007,hidden_wall_abort_0_1007_0,hidden_wall_abort,probe_03,1,0,collision_margin,37,0.59447,1.04005,0,0.10000,0.86000,0.91000,0.45143,0.47463,0.65325,1.00000,-0.00196
0,1007,hidden_wall_abort_0_1007_0,hidden_wall_abort,probe_04,1,0,collision_margin,31,0.49775,1.01009,0,0.16000,0.25714,0.86000,0.79799,0.44183,0.51467,0.48749,0.87313
0,1007,hidden_wall_abort_0_1007_0,hidden_wall_abort,probe_05,1,0,visible_collision,50,0.80191,1.00000,1,0.07000,0.72700,0.93000,0.75078,0.70550,0.74441,0.99356,0.11329
0,1007,hidden_wall_abort_0_1007_0,hidden_wall_abort,probe_06,1,0,collision_margin,31,0.52467,1.28913,1,0.12000,0.14000,0.88000,0.35429,0.46217,0.28535,0.99998,-0.00552
0,1007,hidden_wall_abort_0_1007_0,hidden_wall_abort,probe_07,1,0,collision_margin,41,0.60439,1.16394,1,0.10000,0.86000,0.91000,0.16000,0.44696,0.50490,0.99386,0.11068
0,1008,hidden_wall_abort_0_1008_0,hidden_wall_abort,probe_00,1,0,collision_margin,30,0.47230,1.35517,1,0.06948,0.49478,0.91258,0.57400,0.44463,0.49104,0.87934,-0.47620
0,1008,hidden_wall_abort_0_1008_0,hidden_wall_abort,probe_01,1,0,fixture_snag,30,0.47982,1.18772,1,0.07000,0.84093,0.93000,0.83953,0.44338,0.83063,0.95529,-0.29568
0,1008,hidden_wall_abort_0_1008_0,hidden_wall_abort,probe_02,1,0,collision_margin,38,0.59735,1.40432,1,0.12000,0.14000,0.88000,0.74286,0.44608,0.47087,0.64749,0.76207
0,1008,hidden_wall_abort_0_1008_0,hidden_wall_abort,probe_03,1,0,collision_margin,40,0.59201,1.22644,1,0.10000,0.86000,0.91000,0.16000,0.44080,0.52530,0.23501,-0.97199
0,1008,hidden_wall_abort_0_1008_0,hidden_wall_abort,probe_04,1,0,collision_margin,31,0.45471,1.13259,0,0.16000,0.25714,0.86000,0.76814,0.43798,0.52070,0.17436,0.98468
0,1008,hidden_wall_abort_0_1008_0,hidden_wall_abort,probe_05,1,0,collision_margin,29,0.45729,0.99582,0,0.07000,0.45070,0.93000,0.45179,0.43382,0.45534,0.99184,0.12751
0,1008,hidden_wall_abort_0_1008_0,hidden_wall_abort,probe_06,1,0,collision_margin,37,0.61999,1.18589,1,0.12000,0.14000,0.88000,0.64571,0.43950,0.44664,0.96221,0.27230
0,1008,hidden_wall_abort_0_1008_0,hidden_wall_abort,probe_07,0,1,none,75,1.13234,0.00000,0,0.10000,0.86000,0.91000,0.54857,0.90194,0.54390,0.97311,-0.23034
0,2000,force_limit_abort_0_2000_0,force_limit_abort,probe_00,1,0,force_limit,35,0.63728,1.67703,1,0.08274,0.68848,0.91157,0.73605,0.54377,0.69340,0.99940,0.03464
0,2000,force_limit_abort_0_2000_0,force_limit_abort,probe_01,0,1,none,67,1.11356,0.00000,0,0.07000,0.25413,0.93000,0.25865,0.93100,0.25108,0.79960,-0.60053
0,2000,force_limit_abort_0_2000_0,force_limit_abort,probe_02,0,1,none,71,1.07260,0.00000,0,0.12000,0.14000,0.88000,0.45143,0.88460,0.46399,0.58844,0.80854
0,2000,force_limit_abort_0_2000_0,force_limit_abort,probe_03,0,1,none,64,1.09376,0.00000,0,0.10000,0.86000,0.91000,0.84000,0.90074,0.82790,0.70496,0.70924
0,2000,force_limit_abort_0_2000_0,force_limit_abort,probe_04,0,1,none,58,0.98722,0.00000,0,0.16000,0.54857,0.86000,0.39520,0.86043,0.40618,0.79625,-0.60497
0,2000,force_limit_abort_0_2000_0,force_limit_abort,probe_05,0,1,none,70,1.20997,0.00000,0,0.07000,0.13575,0.93000,0.17213,0.93612,0.16496,0.18294,0.98312
0,2000,force_limit_abort_0_2000_0,force_limit_abort,probe_06,0,1,none,78,1.33818,0.00000,0,0.12000,0.14000,0.88000,0.64571,0.89074,0.64308,0.73608,0.67689
0,2000,force_limit_abort_0_2000_0,force_limit_abort,probe_07,1,0,visible_collision,50,0.92775,1.00000,1,0.10000,0.86000,0.91000,0.74286,0.70978,0.82662,0.99911,-0.04207
0,2001,force_limit_abort_0_2001_0,force_limit_abort,probe_00,0,1,none,68,1.17680,0.00000,0,0.06563,0.59774,0.92109,0.57584,0.94429,0.55484,0.86838,-0.49589
0,2001,force_limit_abort_0_2001_0,force_limit_abort,probe_01,0,1,none,68,1.19554,0.00000,0,0.07000,0.57613,0.93000,0.53479,0.93636,0.54645,0.96961,-0.24466
0,2001,force_limit_abort_0_2001_0,force_limit_abort,probe_02,1,0,force_limit,42,0.70069,1.90058,1,0.12000,0.14000,0.88000,0.45143,0.56081,0.34201,0.78811,0.61553
0,2001,force_limit_abort_0_2001_0,force_limit_abort,probe_03,0,1,none,71,1.19433,0.00000,0,0.10000,0.86000,0.91000,0.64571,0.91576,0.65139,0.98193,-0.18923
0,2001,force_limit_abort_0_2001_0,force_limit_abort,probe_04,0,1,none,74,1.20138,0.00000,0,0.16000,0.25714,0.86000,0.76477,0.85738,0.77389,0.62090,0.78389
0,2001,force_limit_abort_0_2001_0,force_limit_abort,probe_05,0,1,none,68,1.18298,0.00000,0,0.07000,0.84935,0.93000,0.83533,0.94634,0.82437,0.99318,-0.11660
0,2001,force_limit_abort_0_2001_0,force_limit_abort,probe_06,0,1,none,82,1.46938,0.00000,0,0.12000,0.14000,0.88000,0.74286,0.88225,0.75522,0.81796,0.57528
0,2001,force_limit_abort_0_2001_0,force_limit_abort,probe_07,1,0,force_limit,52,0.86607,1.75535,1,0.10000,0.86000,0.91000,0.35429,0.59463,0.48421,0.97812,-0.20806
0,2002,force_limit_abort_0_2002_0,force_limit_abort,probe_00,0,1,none,65,1.12294,0.00000,0,0.06748,0.82000,0.92021,0.84000,0.90897,0.82455,0.99382,0.11096
0,2002,force_limit_abort_0_2002_0,force_limit_abort,probe_01,1,0,visible_collision,17,0.32477,1.00000,1,0.07000,0.44632,0.93000,0.45398,0.26901,0.42482,-0.17203,0.98509
0,2002,force_limit_abort_0_2002_0,force_limit_abort,probe_02,1,0,force_limit,45,0.75429,1.08780,1,0.12000,0.14000,0.88000,0.74286,0.50746,0.51580,-0.52599,0.85049
0,2002,force_limit_abort_0_2002_0,force_limit_abort,probe_03,1,0,force_limit,33,0.53258,1.20112,1,0.10000,0.86000,0.91000,0.16000,0.37209,0.58634,0.34775,-0.93759
0,2002,force_limit_abort_0_2002_0,force_limit_abort,probe_04,1,0,visible_collision,12,0.17983,1.00000,1,0.16000,0.35429,0.86000,0.62166,0.27312,0.42841,0.99950,0.03167
0,2002,force_limit_abort_0_2002_0,force_limit_abort,probe_05,1,0,force_limit,24,0.41759,1.87358,1,0.07000,0.60118,0.93000,0.66798,0.38529,0.58839,0.91701,0.39887
0,2002,force_limit_abort_0_2002_0,force_limit_abort,probe_06,1,0,force_limit,44,0.75092,1.70837,1,0.12000,0.14000,0.88000,0.84000,0.49747,0.51064,0.93403,0.35720
