seed,scenario,layout_id,split,method,stress_level,risk_budget,success,aborted,repeated_abort,violation,attempts,abstained,path_length,straight_line,path_efficiency,completion_time,safety_margin,boundary_f1,boundary_iou,calibration_brier,calibration_ece,chosen_path_risk,discovered_area,evidence_aborts,evidence_successes,final_abort_reason,trajectory
0,11081,combined_abort_stress_0_11081_0,combined_abort_stress,oracle_constraints,0.55,0.08,1,0,0,0,1,0,2.67713,0.85150,0.31807,2.67713,0.01177,1.00000,1.00000,0.02135,0.07098,0.01981,0.13625,11,0,none,a0:none:106
0,11082,combined_abort_stress_0_11082_0,combined_abort_stress,constraint_classifier,0.55,0.08,1,1,1,1,3,0,4.67914,0.85445,0.18261,5.23914,-0.01326,0.37559,0.23121,0.15880,0.17794,0.16617,0.26875,11,0,none,a0:fixture_snag:38;a1:fixture_snag:32;a2:none:115
0,11082,combined_abort_stress_0_11082_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,0,1,1,1,6,0,5.39464,0.85445,0.05544,6.71464,-0.01791,0.40000,0.25000,0.11742,0.11987,0.23488,0.15063,11,0,collision_margin,a0:fixture_snag:38;a1:collision_margin:39;a2:fixture_snag:35;a3:collision_margin:35;a4:collision_margin:36;a5:collision_margin:36
0,11082,combined_abort_stress_0_11082_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,1,1,0,1,2,0,4.44140,0.85445,0.19238,4.72140,-0.02290,0.39932,0.24947,0.13654,0.13169,0.07960,0.23563,11,0,none,a0:fixture_snag:39;a1:none:120
0,11082,combined_abort_stress_0_11082_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,0,1,1,1,6,0,6.34342,0.85445,0.04714,7.66342,-0.03084,0.36948,0.22660,0.12568,0.10663,0.22716,0.18063,11,0,unstable_slip,a0:fixture_snag:39;a1:fixture_snag:36;a2:visible_collision:76;a3:collision_margin:37;a4:fixture_snag:35;a5:unstable_slip:42
0,11082,combined_abort_stress_0_11082_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,0,1,1,1,5,1,6.46997,0.85445,0.04622,7.46997,-0.02331,0.26932,0.15562,0.27530,0.28521,1.00000,0.40313,11,0,no_path,a0:fixture_snag:38;a1:visible_collision:72;a2:visible_collision:94;a3:fixture_snag:71;a4:no_path
0,11082,combined_abort_stress_0_11082_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,1,1,0,1,2,0,4.12126,0.85445,0.20733,4.40126,-0.01524,0.40215,0.25169,0.13461,0.12987,0.11524,0.21750,11,0,none,a0:fixture_snag:39;a1:none:120
0,11082,combined_abort_stress_0_11082_0,combined_abort_stress,abort_constraint_discovery_v5,0.55,0.08,0,0,0,0,1,1,0.00000,0.85445,0.00000,0.12000,1.00000,0.47756,0.31368,0.15226,0.15194,1.00000,0.25938,11,0,no_path,a0:no_path
0,11082,combined_abort_stress_0_11082_0,combined_abort_stress,oracle_constraints,0.55,0.08,0,1,1,1,6,0,5.55698,0.85445,0.05382,6.87698,0.08100,1.00000,1.00000,0.02085,0.06825,0.01480,0.13062,11,0,visible_collision,a0:visible_collision:39;a1:visible_collision:41;a2:visible_collision:38;a3:visible_collision:36;a4:visible_collision:35;a5:visible_collision:41
0,11083,combined_abort_stress_0_11083_0,combined_abort_stress,constraint_classifier,0.55,0.08,0,1,1,1,6,0,8.45035,0.84401,0.03496,9.77035,-0.02161,0.34146,0.20588,0.20256,0.22228,0.24107,0.36625,11,0,human_stop,a0:fixture_snag:49;a1:visible_collision:76;a2:fixture_snag:43;a3:collision_margin:48;a4:force_limit:73;a5:human_stop:46
0,11083,combined_abort_stress_0_11083_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,0,1,1,1,6,0,6.35009,0.84401,0.04652,7.67009,-0.02323,0.32331,0.19283,0.14732,0.11814,0.23712,0.18625,11,0,collision_margin,a0:fixture_snag:39;a1:visible_collision:54;a2:human_stop:45;a3:fixture_snag:51;a4:collision_margin:35;a5:collision_margin:38
0,11083,combined_abort_stress_0_11083_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,1,1,0,0,2,0,3.90869,0.84401,0.21593,4.18869,-0.00316,0.30820,0.18217,0.16303,0.15906,0.08891,0.23500,11,0,none,a0:fixture_snag:50;a1:none:120
0,11083,combined_abort_stress_0_11083_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,0,1,1,1,6,0,8.17081,0.84401,0.03615,9.49081,-0.01553,0.30450,0.17959,0.14959,0.13329,0.23166,0.21500,11,0,collision_margin,a0:fixture_snag:48;a1:visible_collision:78;a2:fixture_snag:43;a3:unstable_slip:85;a4:collision_margin:40;a5:collision_margin:39
0,11083,combined_abort_stress_0_11083_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,1,1,0,0,2,0,4.31464,0.84401,0.19562,4.59464,-0.00356,0.22162,0.12462,0.25454,0.26463,0.10882,0.31625,11,0,none,a0:fixture_snag:49;a1:none:119
0,11083,combined_abort_stress_0_11083_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,1,1,1,1,4,0,5.67423,0.84401,0.14875,6.51423,-0.00729,0.28267,0.16460,0.18526,0.20002,0.17486,0.26500,11,0,none,a0:fixture_snag:53;a1:human_stop:17;a2:fixture_snag:45;a3:none:117
0,11083,combined_abort_stress_0_11083_0,combined_abort_stress,abort_constraint_discovery_v5,0.55,0.08,0,1,1,1,3,1,2.84124,0.84401,0.10397,3.40124,-0.01610,0.43810,0.28049,0.17225,0.16065,1.00000,0.24750,11,0,no_path,a0:fixture_snag:57;a1:fixture_snag:55;a2:no_path
0,11083,combined_abort_stress_0_11083_0,combined_abort_stress,oracle_constraints,0.55,0.08,1,1,1,1,4,0,6.44752,0.84401,0.13091,7.28752,0.01844,1.00000,1.00000,0.02455,0.08066,0.01672,0.14625,11,0,none,a0:visible_collision:50;a1:visible_collision:52;a2:visible_collision:51;a3:none:109
0,11084,combined_abort_stress_0_11084_0,combined_abort_stress,constraint_classifier,0.55,0.08,0,1,1,1,6,0,12.10651,0.83544,0.02415,13.42651,-0.01255,0.40969,0.25762,0.20126,0.27673,0.22865,0.43375,11,0,visible_collision,a0:unstable_slip:86;a1:collision_margin:46;a2:force_limit:84;a3:unstable_slip:113;a4:visible_collision:108;a5:visible_collision:66
0,11084,combined_abort_stress_0_11084_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,0,1,1,1,6,0,12.61140,0.83544,0.02319,13.93140,-0.02648,0.47390,0.31053,0.11290,0.11569,0.19835,0.17750,11,0,unstable_slip,a0:human_stop:65;a1:visible_collision:44;a2:unstable_slip:95;a3:unstable_slip:95;a4:unstable_slip:97;a5:unstable_slip:97
0,11084,combined_abort_stress_0_11084_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,0,1,1,1,6,0,14.00308,0.83544,0.02088,15.32308,-0.02464,0.44540,0.28651,0.14839,0.17790,0.20252,0.30125,11,0,force_limit,a0:unstable_slip:90;a1:collision_margin:52;a2:unstable_slip:120;a3:fixture_snag:77;a4:unstable_slip:119;a5:force_limit:86
0,11084,combined_abort_stress_0_11084_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,0,1,1,1,6,0,7.22106,0.83544,0.04049,8.54106,-0.02469,0.43137,0.27500,0.11460,0.10664,0.25830,0.18500,11,0,force_limit,a0:unstable_slip:87;a1:visible_collision:67;a2:collision_margin:46;a3:force_limit:24;a4:collision_margin:54;a5:force_limit:25
0,11084,combined_abort_stress_0_11084_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,0,1,1,1,3,1,4.88600,0.83544,0.05985,5.44600,-0.01116,0.40104,0.25081,0.20234,0.23668,1.00000,0.34625,11,0,no_path,a0:unstable_slip:92;a1:unstable_slip:98;a2:no_path
0,11084,combined_abort_stress_0_11084_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,1,1,1,1,3,0,7.74028,0.83544,0.10793,8.30028,-0.04628,0.49141,0.32574,0.12766,0.15715,0.21073,0.23000,11,0,none,a0:unstable_slip:92;a1:unstable_slip:102;a2:none:98
0,11084,combined_abort_stress_0_11084_0,combined_abort_stress,abort_constraint_discovery_v5,0.55,0.08,0,0,0,0,1,1,0.00000,0.83544,0.00000,0.12000,1.00000,0.44838,0.28897,0.17786,0.20447,1.00000,0.29000,11,0,no_path,a0:no_path
0,11084,combined_abort_stress_0_11084_0,combined_abort_stress,oracle_constraints,0.55,0.08,0,1,1,1,6,0,12.81463,0.83544,0.02282,14.13463,-0.00888,1.00000,1.00000,0.02172,0.07375,0.05851,0.13375,11,0,unstable_slip,a0:unstable_slip:90;a1:unstable_slip:91;a2:unstable_slip:90;a3:collision_margin:41;a4:unstable_slip:91;a5:unstable_slip:88
0,11085,combined_abort_stress_0_11085_0,combined_abort_stress,constraint_classifier,0.55,0.08,0,1,1,1,6,0,6.54388,0.83470,0.04464,7.86388,-0.02016,0.41159,0.25912,0.16706,0.16110,0.22249,0.28000,11,0,unstable_slip,a0:collision_margin:32;a1:human_stop:36;a2:fixture_snag:45;a3:collision_margin:33;a4:human_stop:39;a5:unstable_slip:92
0,11085,combined_abort_stress_0_11085_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,1,1,1,1,5,0,5.92391,0.83470,0.14090,7.04391,-0.02636,0.45124,0.29136,0.12262,0.08772,0.21568,0.17563,11,0,none,a0:collision_margin:31;a1:human_stop:36;a2:fixture_snag:41;a3:human_stop:40;a4:none:77
0,11085,combined_abort_stress_0_11085_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,0,1,1,1,6,0,5.12074,0.83470,0.05705,6.44074,-0.00885,0.37216,0.22862,0.15872,0.14401,0.21100,0.26188,11,0,collision_margin,a0:fixture_snag:29;a1:collision_margin:31;a2:human_stop:37;a3:fixture_snag:43;a4:fixture_snag:31;a5:collision_margin:33
0,11085,combined_abort_stress_0_11085_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,0,1,1,1,6,0,5.38179,0.83470,0.05428,6.70179,-0.01354,0.42400,0.26904,0.12623,0.09735,0.20506,0.16125,11,0,fixture_snag,a0:collision_margin:31;a1:human_stop:36;a2:fixture_snag:45;a3:collision_margin:33;a4:collision_margin:34;a5:fixture_snag:30
0,11085,combined_abort_stress_0_11085_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,1,1,1,0,3,0,5.65862,0.83470,0.14751,6.21862,-0.00593,0.28000,0.16279,0.22659,0.22097,0.12854,0.31750,11,0,none,a0:collision_margin:32;a1:fixture_snag:46;a2:none:120
0,11085,combined_abort_stress_0_11085_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,0,1,1,1,6,0,8.71849,0.83470,0.03351,10.03849,-0.01989,0.35942,0.21908,0.17295,0.18557,0.17533,0.28000,11,0,unstable_slip,a0:collision_margin:32;a1:human_stop:36;a2:fixture_snag:48;a3:collision_margin:32;a4:visible_collision:101;a5:unstable_slip:105
0,11085,combined_abort_stress_0_11085_0,combined_abort_stress,abort_constraint_discovery_v5,0.55,0.08,0,1,1,1,6,0,9.59080,0.83470,0.03046,10.91080,-0.02270,0.41995,0.26579,0.21563,0.26580,0.23529,0.38750,11,0,human_stop,a0:visible_collision:61;a1:visible_collision:33;a2:collision_margin:51;a3:collision_margin:32;a4:unstable_slip:118;a5:human_stop:100
0,11085,combined_abort_stress_0_11085_0,combined_abort_stress,oracle_constraints,0.55,0.08,1,0,0,0,1,0,1.79383,0.83470,0.46532,1.79383,0.00367,1.00000,1.00000,0.02324,0.07691,0.03366,0.15125,11,0,none,a0:none:79
0,11086,combined_abort_stress_0_11086_0,combined_abort_stress,constraint_classifier,0.55,0.08,1,1,0,1,2,0,4.57140,0.84720,0.18533,4.85140,-0.01158,0.31142,0.18443,0.16096,0.15951,0.06804,0.24125,11,0,none,a0:fixture_snag:46;a1:none:120
0,11086,combined_abort_stress_0_11086_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,1,1,1,1,6,0,6.80540,0.84720,0.12449,8.20540,-0.02067,0.33475,0.20102,0.12532,0.12758,0.24118,0.17500,11,0,none,a0:fixture_snag:39;a1:visible_collision:19;a2:fixture_snag:37;a3:human_stop:32;a4:visible_collision:67;a5:none:78
0,11086,combined_abort_stress_0_11086_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,1,0,0,0,1,0,3.63140,0.84720,0.23330,3.63140,0.01969,0.34111,0.20563,0.14624,0.15877,0.04927,0.22812,11,0,none,a0:none:120
0,11086,combined_abort_stress_0_11086_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,1,1,0,1,2,0,4.71451,0.84720,0.17970,4.99451,-0.02064,0.30806,0.18207,0.11951,0.09554,0.06057,0.14375,11,0,none,a0:fixture_snag:44;a1:none:120
0,11086,combined_abort_stress_0_11086_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,1,1,1,1,4,0,8.31723,0.84720,0.10186,9.15723,-0.00221,0.25154,0.14386,0.26151,0.29163,0.17947,0.38688,11,0,none,a0:visible_collision:103;a1:fixture_snag:45;a2:fixture_snag:74;a3:none:120
0,11086,combined_abort_stress_0_11086_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,0,1,1,1,6,0,7.46130,0.84720,0.03974,8.78130,-0.01978,0.33715,0.20276,0.15774,0.17670,0.20164,0.26188,11,0,fixture_snag,a0:human_stop:82;a1:fixture_snag:45;a2:human_stop:35;a3:human_stop:30;a4:fixture_snag:67;a5:fixture_snag:53
0,11086,combined_abort_stress_0_11086_0,combined_abort_stress,abort_constraint_discovery_v5,0.55,0.08,1,0,0,0,1,0,3.58737,0.84720,0.23616,3.58737,0.01536,0.38687,0.23983,0.15749,0.15395,0.06075,0.24188,11,0,none,a0:none:120
0,11086,combined_abort_stress_0_11086_0,combined_abort_stress,oracle_constraints,0.55,0.08,1,0,0,0,1,0,2.19180,0.84720,0.38653,2.19180,0.02257,1.00000,1.00000,0.01812,0.06125,0.03515,0.12000,11,0,none,a0:none:82
0,11087,combined_abort_stress_0_11087_0,combined_abort_stress,constraint_classifier,0.55,0.08,1,0,0,0,1,0,2.09557,0.84775,0.40455,2.09557,0.01792,0.37500,0.23077,0.14221,0.11343,0.15302,0.17875,10,1,none,a0:none:81
0,11087,combined_abort_stress_0_11087_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,1,1,1,1,3,0,3.59979,0.84775,0.23550,4.15979,-0.01828,0.33566,0.20168,0.12509,0.09512,0.17423,0.12687,10,1,none,a0:human_stop:38;a1:unstable_slip:30;a2:none:83
0,11087,combined_abort_stress_0_11087_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,1,0,0,0,1,0,3.47112,0.84775,0.24423,3.47112,0.00917,0.34735,0.21018,0.14838,0.14442,0.06014,0.20062,10,1,none,a0:none:120
0,11087,combined_abort_stress_0_11087_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,1,0,0,0,1,0,2.25631,0.84775,0.37573,2.25631,0.01306,0.31956,0.19016,0.12032,0.06975,0.12806,0.08563,10,1,none,a0:none:84
0,11087,combined_abort_stress_0_11087_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,1,1,0,0,2,0,4.01169,0.84775,0.21132,4.29169,-0.00414,0.26706,0.15411,0.20774,0.19759,0.18230,0.28000,10,1,none,a0:fixture_snag:76;a1:none:84
0,11087,combined_abort_stress_0_11087_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,1,1,0,1,2,0,4.17465,0.84775,0.20307,4.45465,0.01191,0.29575,0.17354,0.16149,0.16497,0.19360,0.19687,10,1,none,a0:visible_collision:102;a1:none:81
0,11087,combined_abort_stress_0_11087_0,combined_abort_stress,abort_constraint_discovery_v5,0.55,0.08,1,1,1,1,4,0,8.70024,0.84775,0.09744,9.54024,-0.01010,0.40994,0.25781,0.17986,0.22056,0.23976,0.26125,10,1,none,a0:visible_collision:106;a1:visible_collision:100;a2:fixture_snag:77;a3:none:81
0,11087,combined_abort_stress_0_11087_0,combined_abort_stress,oracle_constraints,0.55,0.08,1,0,0,0,1,0,1.94569,0.84775,0.43571,1.94569,0.02130,1.00000,1.00000,0.02197,0.07395,0.01278,0.14125,10,1,none,a0:none:81
1,11080,combined_abort_stress_1_11080_0,combined_abort_stress,constraint_classifier,0.55,0.08,1,1,1,1,4,0,7.58871,0.85487,0.11265,8.42871,-0.00799,0.43969,0.28180,0.14022,0.17741,0.18694,0.28687,9,2,none,a0:visible_collision:68;a1:fixture_snag:44;a2:visible_collision:99;a3:none:95
1,11080,combined_abort_stress_1_11080_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,0,1,1,1,6,0,6.41571,0.85487,0.04664,7.73571,-0.03597,0.37719,0.23243,0.11176,0.10758,0.20162,0.16250,9,2,fixture_snag,a0:fixture_snag:40;a1:fixture_snag:61;a2:fixture_snag:38;a3:visible_collision:30;a4:fixture_snag:38;a5:fixture_snag:45
1,11080,combined_abort_stress_1_11080_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,1,0,0,0,1,0,3.32554,0.85487,0.25706,3.32554,0.02234,0.39192,0.24372,0.11368,0.10015,0.05087,0.18688,9,2,none,a0:none:120
1,11080,combined_abort_stress_1_11080_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,1,1,1,1,5,0,7.22940,0.85487,0.11825,8.34940,-0.02378,0.43434,0.27742,0.09937,0.08876,0.14239,0.12500,9,2,none,a0:visible_collision:33;a1:fixture_snag:69;a2:fixture_snag:45;a3:fixture_snag:39;a4:none:94
1,11080,combined_abort_stress_1_11080_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,0,1,1,1,6,0,7.94549,0.85487,0.03766,9.26549,-0.02140,0.37626,0.23173,0.20313,0.25072,0.20995,0.37250,9,2,collision_margin,a0:visible_collision:71;a1:force_limit:96;a2:fixture_snag:44;a3:visible_collision:33;a4:fixture_snag:40;a5:collision_margin:35
1,11080,combined_abort_stress_1_11080_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,1,0,0,0,1,0,3.21188,0.85487,0.26616,3.21188,0.03415,0.37986,0.23446,0.10431,0.07662,0.03650,0.15063,9,2,none,a0:none:120
1,11080,combined_abort_stress_1_11080_0,combined_abort_stress,abort_constraint_discovery_v5,0.55,0.08,1,0,0,0,1,0,3.41863,0.85487,0.25006,3.41863,0.03590,0.45911,0.29795,0.15590,0.21452,0.09898,0.31312,9,2,none,a0:none:120
1,11080,combined_abort_stress_1_11080_0,combined_abort_stress,oracle_constraints,0.55,0.08,1,0,0,0,1,0,2.39311,0.85487,0.35722,2.39311,0.03398,1.00000,1.00000,0.01870,0.06338,0.01924,0.12250,9,2,none,a0:none:92
1,11081,combined_abort_stress_1_11081_0,combined_abort_stress,constraint_classifier,0.55,0.08,1,1,1,1,3,0,4.50346,0.88538,0.19660,5.06346,-0.02124,0.49254,0.32673,0.13856,0.17676,0.18308,0.28813,11,0,none,a0:collision_margin:41;a1:force_limit:38;a2:none:104
1,11081,combined_abort_stress_1_11081_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,1,1,0,0,2,0,3.39465,0.88538,0.26082,3.67465,-0.00097,0.49173,0.32602,0.09313,0.08361,0.12590,0.13375,11,0,none,a0:collision_margin:39;a1:none:101
1,11081,combined_abort_stress_1_11081_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,1,1,0,1,2,0,3.52259,0.88538,0.25134,3.80259,-0.01820,0.43894,0.28118,0.12560,0.12247,0.15526,0.24813,11,0,none,a0:collision_margin:40;a1:none:101
1,11081,combined_abort_stress_1_11081_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,1,1,1,0,3,0,4.55818,0.88538,0.19424,5.11818,-0.01046,0.50924,0.34160,0.10280,0.09015,0.13782,0.17375,11,0,none,a0:collision_margin:39;a1:human_stop:39;a2:none:105
1,11081,combined_abort_stress_1_11081_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,1,1,0,0,2,0,3.69721,0.88538,0.23947,3.97721,-0.00075,0.37868,0.23356,0.19394,0.19757,0.14443,0.31500,11,0,none,a0:collision_margin:40;a1:none:106
1,11081,combined_abort_stress_1_11081_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,1,1,0,1,2,0,3.43981,0.88538,0.25739,3.71981,-0.01148,0.47504,0.31151,0.12108,0.13322,0.14962,0.23250,11,0,none,a0:collision_margin:40;a1:none:105
1,11081,combined_abort_stress_1_11081_0,combined_abort_stress,abort_constraint_discovery_v5,0.55,0.08,0,1,0,1,2,1,0.97002,0.88538,0.31946,1.31002,-0.00166,0.45177,0.29180,0.19631,0.26772,1.00000,0.38125,11,0,no_path,a0:force_limit:38;a1:no_path
1,11081,combined_abort_stress_1_11081_0,combined_abort_stress,oracle_constraints,0.55,0.08,1,0,0,0,1,0,2.16027,0.88538,0.40985,2.16027,0.02254,1.00000,1.00000,0.01958,0.06658,0.02083,0.13062,11,0,none,a0:none:97
1,11082,combined_abort_stress_1_11082_0,combined_abort_stress,constraint_classifier,0.55,0.08,1,1,1,1,3,0,5.72243,0.84913,0.14839,6.28243,-0.00735,0.30922,0.18289,0.19320,0.19344,0.11490,0.29125,11,0,none,a0:collision_margin:33;a1:collision_margin:52;a2:none:120
1,11082,combined_abort_stress_1_11082_0,combined_abort_stress,risk_filter_uncertainty,0.55,0.08,0,1,1,1,6,0,5.29821,0.84913,0.05609,6.61821,-0.01076,0.27935,0.16235,0.14875,0.15962,0.23776,0.15937,11,0,collision_margin,a0:collision_margin:30;a1:collision_margin:34;a2:collision_margin:28;a3:fixture_snag:50;a4:collision_margin:34;a5:collision_margin:32
1,11082,combined_abort_stress_1_11082_0,combined_abort_stress,robust_barrier_mpc,0.55,0.08,1,1,0,0,2,0,4.62011,0.84913,0.18379,4.90011,0.01933,0.25470,0.14594,0.19532,0.20802,0.09692,0.28250,11,0,none,a0:human_stop:51;a1:none:120
1,11082,combined_abort_stress_1_11082_0,combined_abort_stress,conformal_abort_risk_filter,0.55,0.08,0,1,1,1,6,0,7.98814,0.84913,0.03720,9.30814,-0.03032,0.37997,0.23454,0.13419,0.11195,0.09988,0.21250,11,0,visible_collision,a0:collision_margin:32;a1:fixture_snag:55;a2:collision_margin:50;a3:collision_margin:46;a4:unstable_slip:63;a5:visible_collision:87
1,11082,combined_abort_stress_1_11082_0,combined_abort_stress,kernel_trace_constraint_classifier,0.55,0.08,1,1,0,0,2,0,4.12110,0.84913,0.20605,4.40110,-0.00013,0.22493,0.12672,0.24572,0.24083,0.08215,0.31188,11,0,none,a0:collision_margin:37;a1:none:120
1,11082,combined_abort_stress_1_11082_0,combined_abort_stress,particle_constraint_belief,0.55,0.08,1,0,0,0,1,0,3.46317,0.84913,0.24519,3.46317,0.02603,0.28174,0.16397,0.16532,0.14738,0.07668,0.21000,11,0,none,a0:none:120
